"Rank","Player","G","REC","YDS","Y/R","YBC","YBC/R","AIR","AIR/R","YAC","YAC/R","YACON","YACON/R","BRKTKL","TGT","% TM","CATCHABLE","DROP","RZ TGT","10+ YDS","20+ YDS","30+ YDS","40+ YDS","50+ YDS","LNG"
"49","Dan Arnold (FA)","6","8","127","15.9","98","12.3","0","0.0","29","3.6","8","1.0","0","14","2.5%","8","0","3","5","3","1","0","0","37"
"50","Logan Thomas (FA)","16","16","173","10.8","100","6.3","0","0.0","73","4.6","17","1.1","0","28","5.1%","17","0","5","10","0","0","0","0","17"
"51","Rhett Ellison (FA)","10","18","167","9.3","84","4.7","0","0.0","83","4.6","47","2.6","2","28","4.8%","20","2","2","4","3","1","0","0","31"
"52","Marcedes Lewis (FA)","16","15","156","10.4","74","4.9","0","0.0","82","5.5","21","1.4","0","19","3.5%","15","0","2","7","2","0","0","0","25"
"53","Ross Dwelley (SF)","16","15","91","6.1","51","3.4","0","0.0","40","2.7","14","0.9","0","22","4.7%","16","0","3","3","1","0","0","0","25"
"54","Jaeden Graham (FA)","16","9","149","16.6","76","8.4","0","0.0","73","8.1","20","2.2","1","10","1.5%","9","0","1","7","3","1","1","1","53"
"55","Ian Thomas (LV)","16","16","136","8.5","63","3.9","0","0.0","73","4.6","15","0.9","0","30","5.0%","19","3","2","7","0","0","0","0","19"
"56","Derek Carrier (FA)","16","13","108","8.3","57","4.4","0","0.0","51","3.9","9","0.7","0","19","3.9%","14","1","4","3","2","0","0","0","25"
"57","Matt LaCosse (FA)","12","13","131","10.1","85","6.5","0","0.0","46","3.5","16","1.2","0","19","3.2%","15","2","3","5","3","0","0","0","24"
"58","Vernon Davis (FA)","4","10","123","12.3","43","4.3","0","0.0","80","8.0","42","4.2","2","19","4.1%","12","1","3","4","1","1","1","0","48"
"59","Ryan Izzo (FA)","6","6","114","19.0","64","10.7","0","0.0","50","8.3","11","1.8","0","9","1.5%","6","0","1","5","3","1","1","0","41"
"60","Jeff Heuerman (FA)","14","14","114","8.1","72","5.1","0","0.0","42","3.0","15","1.1","1","20","4.2%","14","0","4","4","1","0","0","0","26"
"61","Benjamin Watson (FA)","10","17","173","10.2","90","5.3","0","0.0","83","4.9","28","1.6","2","24","4.1%","19","2","3","7","3","0","0","0","26"
"62","Nick O'Leary (FA)","12","13","109","8.4","70","5.4","0","0.0","39","3.0","16","1.2","0","18","3.0%","16","1","3","4","0","0","0","0","19"
"63","Nick Vannett (FA)","16","17","166","9.8","100","5.9","0","0.0","66","3.9","17","1.0","2","22","4.5%","17","0","2","8","0","0","0","0","18"
"64","Hale Hentges (FA)","11","8","103","12.9","56","7.0","0","0.0","47","5.9","12","1.5","0","14","3.0%","10","2","4","6","2","0","0","0","24"
"65","Robert Tonyan (KC)","11","10","100","10.0","74","7.4","0","0.0","26","2.6","6","0.6","0","15","2.8%","10","0","2","4","2","0","0","0","28"
"66","Andrew Beck (NYJ)","16","9","90","10.0","23","2.6","0","0.0","67","7.4","12","1.3","0","12","2.5%","10","1","2","5","1","0","0","0","29"
"67","MyCole Pruitt (FA)","16","6","90","15.0","25","4.2","0","0.0","65","10.8","29","4.8","0","8","1.9%","7","0","2","4","2","1","1","0","42"
"68","Joshua Perkins (FA)","5","9","87","9.7","61","6.8","0","0.0","26","2.9","14","1.6","0","13","2.2%","9","0","0","3","1","0","0","0","24"
"69","Jesse James (FA)","16","16","142","8.9","77","4.8","0","0.0","65","4.1","16","1.0","1","27","4.9%","18","2","2","6","1","0","0","0","23"
"70","Seth DeValve (FA)","12","12","140","11.7","79","6.6","0","0.0","61","5.1","19","1.6","0","18","3.2%","13","1","4","8","1","0","0","0","20"
"71","Virgil Green (FA)","15","9","78","8.7","39","4.3","0","0.0","39","4.3","21","2.3","1","13","2.3%","9","0","2","3","0","0","0","0","15"
"72","Daniel Brown (FA)","16","7","72","10.3","51","7.3","0","0.0","21","3.0","5","0.7","0","11","2.2%","8","1","1","2","2","0","0","0","24"
"73","Tyler Kroft (FA)","12","6","71","11.8","44","7.3","0","0.0","27","4.5","15","2.5","0","14","2.9%","8","1","3","4","1","0","0","0","20"
"74","Jesper Horsted (FA)","6","8","87","10.9","57","7.1","0","0.0","30","3.8","11","1.4","1","10","1.8%","8","0","3","3","1","0","0","0","20"
"75","Ben Braunecker (FA)","11","6","59","9.8","34","5.7","0","0.0","25","4.2","4","0.7","0","11","1.9%","7","1","1","2","0","0","0","0","18"
"76","Tommy Sweeney (FA)","6","8","114","14.3","76","9.5","0","0.0","38","4.8","11","1.4","1","13","2.7%","9","1","2","5","3","0","0","0","29"
"77","Stephen Carlson (CHI)","9","5","51","10.2","30","6.0","0","0.0","21","4.2","11","2.2","1","7","1.4%","5","0","1","1","1","0","0","0","21"
"78","David Njoku (CLE)","4","5","41","8.2","25","5.0","0","0.0","16","3.2","7","1.4","0","10","1.9%","7","2","2","1","0","0","0","0","18"
"79","Troy Fumagalli (FA)","11","6","38","6.3","24","4.0","0","0.0","14","2.3","2","0.3","0","9","1.9%","6","0","1","0","0","0","0","0","9"
"80","Mo Alie-Cox (IND)","16","8","93","11.6","33","4.1","0","0.0","60","7.5","7","0.9","0","11","2.3%","8","0","1","5","1","0","0","0","21"
"81","J.P. Holtz (FA)","15","7","91","13.0","12","1.7","0","0.0","79","11.3","17","2.4","1","8","1.7%","8","1","0","4","1","1","0","0","30"
"82","Lee Smith (FA)","16","4","31","7.8","22","5.5","0","0.0","9","2.3","3","0.8","0","5","1.0%","5","1","1","0","0","0","0","0","9"
"83","Trey Burton (FA)","9","14","84","6.0","48","3.4","0","0.0","36","2.6","2","0.1","0","24","4.2%","18","2","2","4","0","0","0","0","16"
"84","Luke Willson (FA)","9","8","79","9.9","41","5.1","0","0.0","38","4.8","12","1.5","1","10","2.0%","8","0","1","4","0","0","0","0","17"
"85","Adam Shaheen (FA)","8","9","74","8.2","36","4.0","0","0.0","38","4.2","6","0.7","1","13","2.3%","9","0","3","1","0","0","0","0","18"
"86","Blake Bell (FA)","15","8","67","8.4","58","7.3","0","0.0","9","1.1","7","0.9","1","15","2.7%","11","3","0","3","1","1","0","0","30"
"87","Durham Smythe (CHI)","16","7","65","9.3","55","7.9","0","0.0","10","1.4","3","0.4","0","14","2.3%","8","1","1","2","1","0","0","0","24"
"88","Geoff Swaim (FA)","6","13","65","5.0","19","1.5","0","0.0","46","3.5","15","1.2","0","17","3.0%","14","1","1","0","0","0","0","0","9"
"89","Clive Walford (FA)","8","4","57","14.3","30","7.5","0","0.0","27","6.8","21","5.3","0","8","1.3%","7","3","0","3","0","0","0","0","19"
"90","Tyler Conklin (LAC)","16","8","58","7.3","40","5.0","0","0.0","18","2.3","3","0.4","0","10","2.3%","8","0","0","2","1","0","0","0","20"
"91","Luke Stocker (FA)","15","8","53","6.6","17","2.1","0","0.0","36","4.5","19","2.4","0","14","2.1%","10","2","2","2","0","0","0","0","18"
"92","Deon Yelder (FA)","10","3","50","16.7","18","6.0","0","0.0","32","10.7","11","3.7","0","4","0.7%","3","0","0","2","1","0","0","0","24"
"93","Lance Kendricks (FA)","12","3","50","16.7","43","14.3","0","0.0","7","2.3","2","0.7","0","7","1.2%","3","0","1","3","1","0","0","0","24"
"94","Ross Travis (FA)","3","4","51","12.8","20","5.0","0","0.0","31","7.8","3","0.8","0","6","1.2%","4","0","1","2","1","0","0","0","25"
"95","Drew Sample (CIN)","9","5","30","6.0","14","2.8","0","0.0","16","3.2","5","1.0","0","6","1.0%","5","0","0","1","1","0","0","0","21"
"96","Johnny Mundt (JAC)","14","4","26","6.5","16","4.0","0","0.0","10","2.5","2","0.5","0","7","1.1%","5","1","0","0","0","0","0","0","9"
"97","Tanner Hudson (CIN)","9","2","26","13.0","24","12.0","0","0.0","2","1.0","1","0.5","0","5","0.8%","3","1","2","2","0","0","0","0","14"
"98","Josh Oliver (MIN)","4","3","15","5.0","10","3.3","0","0.0","5","1.7","3","1.0","0","6","1.1%","4","1","1","0","0","0","0","0","6"
""
""
