"Rank","Player","G","REC","YDS","Y/R","YBC","YBC/R","AIR","AIR/R","YAC","YAC/R","YACON","YACON/R","BRKTKL","TGT","% TM","CATCHABLE","DROP","RZ TGT","10+ YDS","20+ YDS","30+ YDS","40+ YDS","50+ YDS","LNG"
"54","Zach Pascal (NYG)","16","44","629","14.3","396","9.0","0","0.0","233","5.3","71","1.6","1","71","13.3%","47","3","13","30","13","2","1","0","42"
"55","Darnell Mooney (ATL)","16","61","631","10.3","377","6.2","0","0.0","254","4.2","75","1.2","8","98","16.4%","62","1","10","24","6","3","2","2","53"
"56","Darius Slayton (NYG)","16","50","751","15.0","597","11.9","0","0.0","154","3.1","27","0.5","1","96","19.2%","56","6","10","37","10","5","2","0","41"
"57","Mecole Hardman Jr. (GB)","16","41","560","13.7","275","6.7","0","0.0","285","7.0","45","1.1","2","62","10.1%","50","8","3","21","7","5","1","0","49"
"58","Rashard Higgins (FA)","13","37","599","16.2","517","14.0","0","0.0","82","2.2","10","0.3","0","52","11.1%","38","0","8","26","12","4","2","0","43"
"59","David Moore (CAR)","16","35","417","11.9","248","7.1","0","0.0","169","4.8","24","0.7","0","47","8.8%","38","3","12","11","5","4","3","2","57"
"60","Jakobi Meyers (LV)","14","59","729","12.4","513","8.7","0","0.0","216","3.7","46","0.8","4","81","19.3%","63","4","5","31","11","3","0","0","35"
"61","Kendrick Bourne (NE)","15","49","667","13.6","448","9.1","0","0.0","219","4.5","91","1.9","3","74","13.4%","55","6","10","37","7","1","1","0","49"
"62","Greg Ward (FA)","16","53","419","7.9","255","4.8","0","0.0","164","3.1","43","0.8","1","79","14.1%","55","2","7","17","3","1","0","0","32"
"63","Travis Fulgham (FA)","13","38","539","14.2","439","11.6","0","0.0","100","2.6","49","1.3","3","67","11.9%","40","2","10","24","5","4","2","0","42"
"64","Hunter Renfrow (CAR)","16","56","656","11.7","318","5.7","0","0.0","338","6.0","105","1.9","5","77","14.7%","58","2","6","30","7","3","2","1","53"
"65","Josh Reynolds (NYJ)","16","52","618","11.9","393","7.6","0","0.0","225","4.3","81","1.6","2","81","14.4%","55","3","5","26","8","1","1","0","40"
"66","Antonio Brown (FA)","8","45","483","10.7","232","5.2","0","0.0","251","5.6","69","1.5","3","62","10.2%","45","0","5","21","6","2","1","0","46"
"67","Isaiah McKenzie (FA)","16","30","282","9.4","102","3.4","0","0.0","180","6.0","39","1.3","0","34","5.9%","31","1","6","10","3","1","1","0","46"
"68","Scotty Miller (PIT)","16","33","501","15.2","400","12.1","0","0.0","101","3.1","27","0.8","1","53","8.7%","35","2","3","18","7","6","3","0","48"
"69","James Washington (FA)","16","30","392","13.1","241","8.0","0","0.0","151","5.0","82","2.7","1","56","8.6%","36","4","7","16","5","2","1","1","50"
"70","Breshad Perriman (FA)","12","30","505","16.8","345","11.5","0","0.0","160","5.3","38","1.3","1","60","13.0%","35","3","6","19","10","4","3","2","53"
"71","Tre'Quan Smith (FA)","14","34","448","13.2","309","9.1","0","0.0","139","4.1","56","1.6","5","50","9.8%","38","4","6","18","9","1","0","0","31"
"72","Jalen Guyton (FA)","16","28","511","18.3","332","11.9","0","0.0","179","6.4","19","0.7","1","55","9.0%","36","5","5","18","7","4","4","3","72"
"73","Damiere Byrd (FA)","16","47","604","12.9","432","9.2","0","0.0","172","3.7","30","0.6","3","77","18.3%","51","4","2","23","10","4","1","0","42"
"74","Allen Lazard (NYJ)","10","33","451","13.7","256","7.8","0","0.0","195","5.9","38","1.2","0","46","9.2%","38","5","6","15","6","4","2","1","72"
"75","A.J. Green (FA)","16","47","523","11.1","431","9.2","0","0.0","92","2.0","45","1.0","2","104","18.4%","52","3","9","29","3","2","0","0","33"
"76","Odell Beckham Jr. (FA)","7","23","319","13.9","273","11.9","0","0.0","46","2.0","20","0.9","1","43","9.2%","26","1","6","15","3","2","1","0","43"
"77","John Brown (FA)","9","33","458","13.9","281","8.5","0","0.0","177","5.4","39","1.2","0","52","9.1%","37","2","7","19","7","4","1","0","46"
"78","Demarcus Robinson (SF)","15","45","466","10.4","293","6.5","0","0.0","173","3.8","56","1.2","1","59","9.7%","47","1","5","18","7","0","0","0","28"
"79","Randall Cobb (FA)","10","38","441","11.6","276","7.3","0","0.0","165","4.3","23","0.6","1","48","9.1%","38","0","7","17","6","1","0","0","34"
"80","Willie Snead IV (FA)","13","33","432","13.1","245","7.4","0","0.0","187","5.7","63","1.9","7","48","12.2%","36","3","8","19","7","3","0","0","34"
"81","Danny Amendola (FA)","14","46","602","13.1","312","6.8","0","0.0","290","6.3","65","1.4","5","69","12.3%","48","2","5","27","8","3","1","1","50"
"82","Braxton Berrios (HOU)","16","37","394","10.6","178","4.8","0","0.0","216","5.8","58","1.6","2","55","11.9%","40","3","4","14","6","3","1","0","43"
"83","KJ Hamler (BUF)","13","30","381","12.7","257","8.6","0","0.0","124","4.1","29","1.0","4","56","10.5%","37","7","4","14","5","3","1","0","49"
"84","Anthony Miller (BAL)","16","49","485","9.9","337","6.9","0","0.0","148","3.0","25","0.5","1","76","12.8%","53","4","10","21","4","1","0","0","34"
"85","Tyron Billy-Johnson (FA)","12","20","398","19.9","339","17.0","0","0.0","59","3.0","36","1.8","4","26","4.3%","20","0","1","13","7","4","4","4","55"
"86","Michael Pittman Jr. (IND)","13","40","503","12.6","210","5.3","0","0.0","293","7.3","77","1.9","2","61","11.4%","41","1","8","21","5","3","2","0","45"
"87","Henry Ruggs III (FA)","13","26","452","17.4","307","11.8","0","0.0","145","5.6","24","0.9","0","43","8.2%","29","3","2","12","8","5","4","1","72"
"88","Chris Conley (FA)","15","40","471","11.8","291","7.3","0","0.0","180","4.5","68","1.7","4","63","10.8%","44","4","6","18","5","2","1","1","51"
"89","Preston Williams (FA)","8","18","288","16.0","246","13.7","0","0.0","42","2.3","7","0.4","0","35","6.4%","22","3","6","10","6","3","1","0","47"
"90","Jalen Reagor (LAC)","11","31","396","12.8","213","6.9","0","0.0","183","5.9","36","1.2","3","54","9.6%","32","1","5","18","4","3","1","1","55"
"91","Cam Sims (FA)","16","32","477","14.9","228","7.1","0","0.0","249","7.8","84","2.6","5","48","8.4%","34","1","3","17","9","6","2","1","50"
"92","Keke Coutee (FA)","8","33","400","12.1","252","7.6","0","0.0","148","4.5","36","1.1","4","40","7.6%","33","0","11","14","3","2","2","1","64"
"93","Golden Tate (FA)","12","35","388","11.1","306","8.7","0","0.0","82","2.3","22","0.6","0","52","10.4%","36","1","5","18","5","3","0","0","39"
"94","Sammy Watkins (FA)","10","37","421","11.4","264","7.1","0","0.0","157","4.2","43","1.2","2","55","9.0%","42","3","9","19","4","1","0","0","37"
"95","Jakeem Grant Sr. (FA)","14","36","373","10.4","206","5.7","0","0.0","167","4.6","65","1.8","9","54","9.9%","39","3","4","17","3","1","0","0","30"
"96","Miles Boykin (CHI)","16","19","266","14.0","182","9.6","0","0.0","84","4.4","17","0.9","0","33","8.4%","19","0","5","13","3","2","1","0","43"
"97","Deebo Samuel Sr. (WAS)","7","33","391","11.8","-7","-0.2","0","0.0","398","12.1","180","5.5","6","44","7.9%","36","3","2","16","8","2","0","0","35"
"98","Larry Fitzgerald (FA)","13","54","409","7.6","224","4.1","0","0.0","185","3.4","33","0.6","0","72","13.2%","55","1","7","18","0","0","0","0","18"
"99","Quintez Cephus (FA)","13","20","349","17.5","264","13.2","0","0.0","85","4.3","11","0.6","0","35","6.2%","23","3","3","13","7","4","1","0","49"
"100","Kenny Golladay (FA)","5","20","338","16.9","300","15.0","0","0.0","38","1.9","5","0.3","0","32","5.7%","22","2","5","16","4","2","1","0","48"
"101","Donovan Peoples-Jones (NO)","12","14","304","21.7","227","16.2","0","0.0","77","5.5","5","0.4","0","20","4.3%","15","1","1","12","4","3","1","1","75"
"102","Michael Thomas (FA)","7","40","438","11.0","356","8.9","0","0.0","82","2.1","32","0.8","1","55","10.8%","41","1","10","19","5","0","0","0","24"
"103","Marvin Hall (FA)","12","18","302","16.8","244","13.6","0","0.0","58","3.2","6","0.3","0","32","5.7%","22","4","2","8","4","2","2","2","73"
"104","Richie James Jr. (FA)","11","23","394","17.1","206","9.0","0","0.0","188","8.2","31","1.3","3","35","6.3%","25","2","2","13","7","4","4","0","47"
"105","Collin Johnson (LV)","14","18","272","15.1","188","10.4","0","0.0","84","4.7","15","0.8","0","31","5.3%","19","0","5","10","5","2","1","0","46"
"106","N'Keal Harry (FA)","14","33","309","9.4","204","6.2","0","0.0","105","3.2","34","1.0","4","57","13.6%","34","1","10","13","2","1","0","0","30"
"107","DaeSean Hamilton (FA)","16","23","293","12.7","198","8.6","0","0.0","95","4.1","27","1.2","0","44","8.3%","26","2","7","14","2","1","1","0","40"
"108","Denzel Mims (FA)","9","23","357","15.5","251","10.9","0","0.0","106","4.6","33","1.4","5","44","9.5%","24","1","2","18","6","1","0","0","30"
"109","Julian Edelman (FA)","6","21","315","15.0","251","12.0","0","0.0","64","3.0","7","0.3","0","39","9.3%","23","2","4","14","3","2","1","0","49"
"110","Adam Humphries (FA)","7","23","228","9.9","186","8.1","0","0.0","42","1.8","9","0.4","0","35","7.5%","24","1","6","9","2","0","0","0","23"
"111","Cedrick Wilson Jr. (NO)","16","17","189","11.1","76","4.5","0","0.0","113","6.6","27","1.6","1","28","4.5%","20","3","6","6","2","2","2","0","42"
"112","Andy Isabella (SF)","13","21","224","10.7","142","6.8","0","0.0","82","3.9","21","1.0","2","35","6.4%","23","2","3","7","3","1","1","1","54"
"113","Olamide Zaccheaus (CHI)","11","20","274","13.7","211","10.6","0","0.0","63","3.2","18","0.9","2","32","5.3%","22","1","2","13","2","2","2","1","51"
"114","Devin Duvernay (CHI)","16","20","201","10.1","83","4.2","0","0.0","118","5.9","24","1.2","1","26","6.6%","21","1","2","7","1","1","0","0","39"
"115","DeSean Jackson (FA)","5","14","236","16.9","171","12.2","0","0.0","65","4.6","5","0.4","0","26","4.6%","16","2","2","6","3","1","1","1","81"
"116","Steven Sims Jr. (SEA)","12","27","265","9.8","139","5.1","0","0.0","126","4.7","19","0.7","0","37","6.5%","29","2","2","10","3","1","0","0","30"
"117","Chad Beebe (FA)","14","20","201","10.1","128","6.4","0","0.0","73","3.7","34","1.7","2","30","6.2%","21","1","4","8","1","1","1","0","40"
"118","Chad Hansen (FA)","5","17","236","13.9","200","11.8","0","0.0","36","2.1","13","0.8","0","24","4.6%","18","1","0","10","3","1","0","0","38"
"119","Tyler Johnson (NYJ)","14","12","169","14.1","97","8.1","0","0.0","72","6.0","19","1.6","1","17","2.8%","12","0","4","7","3","2","0","0","35"
"120","Dontrelle Inman (FA)","10","18","163","9.1","119","6.6","0","0.0","44","2.4","8","0.4","0","28","4.9%","19","1","2","11","0","0","0","0","17"
"121","Byron Pringle (FA)","12","13","160","12.3","92","7.1","0","0.0","68","5.2","38","2.9","2","17","2.8%","13","0","3","6","3","2","0","0","37"
"122","Freddie Swain (FA)","16","13","159","12.2","58","4.5","0","0.0","101","7.8","10","0.8","0","21","3.9%","13","0","4","7","3","0","0","0","23"
"123","Van Jefferson (TEN)","16","19","220","11.6","174","9.2","0","0.0","46","2.4","21","1.1","2","31","5.5%","20","1","3","9","2","1","0","0","31"
"124","Deonte Harty (FA)","9","20","186","9.3","54","2.7","0","0.0","132","6.6","73","3.7","4","25","4.9%","21","1","3","6","1","1","1","0","40"
"125","Isaiah Ford (FA)","10","28","276","9.9","203","7.3","0","0.0","73","2.6","25","0.9","0","44","8.0%","30","1","4","14","0","0","0","0","18"
"126","Mohamed Sanu Sr. (FA)","10","17","187","11.0","150","8.8","0","0.0","37","2.2","3","0.2","0","24","4.3%","18","1","2","8","3","0","0","0","21"
"127","Lynn Bowden Jr. (FA)","10","28","211","7.5","99","3.5","0","0.0","112","4.0","55","2.0","6","37","6.8%","28","0","1","8","1","0","0","0","22"
"128","Marcus Johnson (FA)","11","14","255","18.2","206","14.7","0","0.0","49","3.5","10","0.7","0","28","5.2%","17","2","1","10","6","2","1","1","55"
"129","Bryan Edwards (FA)","12","11","193","17.5","113","10.3","0","0.0","80","7.3","41","3.7","2","15","2.9%","11","0","1","9","5","1","0","0","34"
"130","Zay Jones (ARI)","16","14","154","11.0","89","6.4","0","0.0","65","4.6","27","1.9","2","20","3.8%","17","2","4","6","1","1","0","0","37"
"131","Mack Hollins (NE)","16","16","176","11.0","147","9.2","0","0.0","29","1.8","2","0.1","0","25","4.6%","18","2","2","7","2","1","0","0","34"
"132","Marquez Callaway (SF)","11","21","213","10.1","155","7.4","0","0.0","58","2.8","20","1.0","2","27","5.3%","21","0","3","9","1","0","0","0","27"
"133","Bisi Johnson (FA)","16","14","189","13.5","132","9.4","0","0.0","57","4.1","35","2.5","2","19","3.9%","14","0","0","8","3","0","0","0","29"
"134","Gunner Olszewski (NYG)","13","5","62","12.4","27","5.4","0","0.0","35","7.0","2","0.4","1","5","1.2%","5","0","0","3","1","1","0","0","38"
"135","Kenny Stills (FA)","10","11","144","13.1","127","11.5","0","0.0","17","1.5","6","0.5","0","19","3.6%","14","3","1","8","2","0","0","0","24"
"136","Isaiah Wright (FA)","14","27","197","7.3","57","2.1","0","0.0","140","5.2","44","1.6","2","35","6.1%","28","1","4","6","1","0","0","0","22"
"137","John Hightower (FA)","13","10","167","16.7","117","11.7","0","0.0","50","5.0","31","3.1","0","29","5.2%","13","3","2","4","2","2","2","2","59"
"138","Kalif Raymond (DET)","15","9","187","20.8","149","16.6","0","0.0","38","4.2","8","0.9","0","15","3.2%","11","2","0","6","4","2","2","1","61"
"139","Equanimeous St. Brown (FA)","12","7","117","16.7","58","8.3","0","0.0","59","8.4","26","3.7","1","13","2.6%","9","2","0","6","3","0","0","0","24"
"140","KhaDarel Hodge (ATL)","9","11","180","16.4","157","14.3","0","0.0","23","2.1","5","0.5","0","17","3.6%","11","0","3","10","2","1","1","0","42"
"141","Cameron Batson (FA)","12","12","100","8.3","57","4.8","0","0.0","43","3.6","6","0.5","0","13","2.8%","12","0","1","4","0","0","0","0","18"
"142","Brandon Powell (FA)","15","12","69","5.8","35","2.9","0","0.0","34","2.8","4","0.3","0","18","3.0%","13","1","3","2","0","0","0","0","13"
"143","Alshon Jeffery (FA)","7","6","115","19.2","90","15.0","0","0.0","25","4.2","4","0.7","0","13","2.3%","7","1","2","4","3","1","0","0","39"
"144","KeeSean Johnson (FA)","8","15","173","11.5","123","8.2","0","0.0","50","3.3","19","1.3","0","23","4.2%","16","1","2","5","2","2","1","0","45"
"145","Mike Thomas (FA)","14","13","132","10.2","104","8.0","0","0.0","28","2.2","12","0.9","1","21","3.7%","15","2","1","6","2","0","0","0","29"
"146","Laquon Treadwell (IND)","5","6","49","8.2","36","6.0","0","0.0","13","2.2","8","1.3","1","7","1.2%","6","0","3","2","0","0","0","0","14"
"147","Dez Bryant (FA)","6","6","47","7.8","13","2.2","0","0.0","34","5.7","8","1.3","0","11","2.8%","7","1","2","2","0","0","0","0","16"
"148","Jeff Smith (FA)","12","17","167","9.8","118","6.9","0","0.0","49","2.9","10","0.6","0","37","8.0%","19","2","2","8","1","0","0","0","21"
"149","Quez Watkins (ARI)","6","7","106","15.1","48","6.9","0","0.0","58","8.3","4","0.6","0","13","2.3%","9","2","2","3","2","2","1","0","43"
"150","Jamal Agnew (ATL)","14","13","89","6.8","-12","-0.9","0","0.0","101","7.8","26","2.0","2","20","3.6%","14","1","3","4","1","0","0","0","20"
"151","Noah Brown (WAS)","16","14","154","11.0","107","7.6","0","0.0","47","3.4","19","1.4","0","24","3.9%","14","0","2","6","1","0","0","0","20"
"152","Malcolm Perry (FA)","9","9","92","10.2","59","6.6","0","0.0","33","3.7","4","0.4","0","13","2.4%","10","1","0","4","1","0","0","0","25"
"153","Auden Tate (FA)","9","14","150","10.7","92","6.6","0","0.0","58","4.1","19","1.4","1","22","3.9%","14","0","4","8","0","0","0","0","19"
"154","Christian Blake (FA)","16","13","141","10.8","115","8.8","0","0.0","26","2.0","7","0.5","0","18","3.0%","14","1","1","5","3","0","0","0","25"
"155","Malik Taylor (DET)","15","5","66","13.2","19","3.8","0","0.0","47","9.4","5","1.0","0","6","1.2%","5","0","1","3","2","0","0","0","26"
"156","DeMichael Harris (FA)","7","10","79","7.9","16","1.6","0","0.0","63","6.3","10","1.0","0","10","1.9%","10","0","0","4","1","0","0","0","21"
"157","Ray-Ray McCloud III (ATL)","16","20","77","3.9","-28","-1.4","0","0.0","105","5.3","15","0.8","0","22","3.4%","20","0","1","1","0","0","0","0","13"
"158","Chris Hogan (FA)","5","14","118","8.4","82","5.9","0","0.0","36","2.6","8","0.6","1","26","5.6%","16","0","2","4","1","0","0","0","27"
"159","Dante Pettis (NO)","7","4","76","19.0","70","17.5","0","0.0","6","1.5","0","0.0","0","6","1.1%","4","0","0","4","2","1","0","0","33"
"160","Javon Wims (FA)","13","6","48","8.0","44","7.3","0","0.0","4","0.7","2","0.3","0","12","2.0%","6","0","1","2","0","0","0","0","13"
"161","Alex Erickson (FA)","16","12","139","11.6","76","6.3","0","0.0","63","5.3","16","1.3","0","17","3.0%","12","0","1","2","2","1","1","0","42"
"162","Lil'Jordan Humphrey (NYG)","3","3","46","15.3","36","12.0","0","0.0","10","3.3","6","2.0","1","5","1.0%","3","0","1","3","0","0","0","0","17"
"163","Diontae Spencer (FA)","11","3","26","8.7","14","4.7","0","0.0","12","4.0","1","0.3","0","6","1.1%","3","0","0","1","0","0","0","0","10"
"164","J.J. Arcega-Whiteside (FA)","8","4","85","21.3","77","19.3","0","0.0","8","2.0","2","0.5","0","8","1.4%","5","1","1","3","2","2","0","0","37"
"165","C.J. Board (FA)","14","11","101","9.2","68","6.2","0","0.0","33","3.0","14","1.3","0","16","3.2%","11","0","0","6","0","0","0","0","16"
"166","Justin Watson (HOU)","11","7","94","13.4","75","10.7","0","0.0","19","2.7","2","0.3","0","11","1.8%","7","0","0","5","1","1","0","0","36"
"167","Austin Mack (FA)","11","7","91","13.0","54","7.7","0","0.0","37","5.3","10","1.4","1","11","2.2%","8","1","3","1","1","1","1","1","50"
"168","Austin Carr (FA)","6","3","27","9.0","16","5.3","0","0.0","11","3.7","7","2.3","0","4","0.8%","3","0","2","2","0","0","0","0","11"
"169","Parris Campbell (DAL)","2","6","71","11.8","53","8.8","0","0.0","18","3.0","4","0.7","0","9","1.7%","6","0","0","4","1","0","0","0","21"
"170","Trent Taylor (SF)","12","10","86","8.6","43","4.3","0","0.0","43","4.3","15","1.5","0","21","3.8%","10","0","7","2","2","0","0","0","29"
"171","Pharoh Cooper (FA)","16","5","73","14.6","38","7.6","0","0.0","35","7.0","5","1.0","0","8","1.5%","5","0","0","3","1","1","0","0","32"
"172","Courtland Sutton (DEN)","1","3","66","22.0","59","19.7","0","0.0","7","2.3","0","0.0","0","6","1.1%","4","1","0","2","2","1","1","0","45"
"173","Ashton Dulin (IND)","13","3","53","17.7","25","8.3","0","0.0","28","9.3","0","0.0","0","6","1.1%","3","0","0","2","1","1","0","0","34"
"174","Damion Ratley (FA)","5","4","63","15.8","53","13.3","0","0.0","10","2.5","5","1.3","0","10","2.0%","4","0","4","2","1","0","0","0","29"
