"Rank","Player","G","REC","YDS","Y/R","YBC","YBC/R","AIR","AIR/R","YAC","YAC/R","YACON","YACON/R","BRKTKL","TGT","% TM","CATCHABLE","DROP","RZ TGT","10+ YDS","20+ YDS","30+ YDS","40+ YDS","50+ YDS","LNG"
"13","Noah Fant (CIN)","15","62","673","10.9","296","4.8","0","0.0","377","6.1","123","2.0","4","93","17.4%","67","5","10","27","8","3","0","0","37"
"14","Eric Ebron (FA)","15","56","558","10.0","366","6.5","0","0.0","192","3.4","59","1.1","0","91","14.0%","63","7","16","24","6","0","0","0","27"
"15","Hunter Henry (NE)","14","60","613","10.2","369","6.2","0","0.0","244","4.1","96","1.6","3","93","15.2%","64","2","14","29","5","1","0","0","33"
"16","Tyler Higbee (LAR)","15","44","521","11.8","283","6.4","0","0.0","238","5.4","106","2.4","4","60","10.7%","47","3","6","18","9","4","1","0","44"
"17","Dalton Schultz (HOU)","16","63","615","9.8","336","5.3","0","0.0","279","4.4","115","1.8","8","89","14.4%","68","4","14","27","3","0","0","0","28"
"18","Evan Engram (DEN)","16","63","654","10.4","367","5.8","0","0.0","287","4.6","95","1.5","4","109","21.8%","76","11","13","26","6","3","2","1","53"
"19","George Kittle (SF)","8","48","634","13.2","340","7.1","0","0.0","294","6.1","91","1.9","1","63","11.4%","53","5","3","30","8","3","2","0","44"
"20","Dallas Goedert (PHI)","11","46","524","11.4","318","6.9","0","0.0","206","4.5","89","1.9","6","65","11.6%","47","1","6","23","7","3","1","0","41"
"21","Irv Smith Jr. (HOU)","13","30","365","12.2","239","8.0","0","0.0","126","4.2","49","1.6","2","43","8.9%","31","1","10","18","6","1","0","0","36"
"22","Austin Hooper (NE)","13","46","435","9.5","261","5.7","0","0.0","174","3.8","39","0.8","1","70","15.0%","48","2","9","18","3","1","0","0","36"
"23","Dan Arnold (FA)","16","31","438","14.1","272","8.8","0","0.0","166","5.4","23","0.7","0","45","8.3%","33","1","6","17","8","2","2","1","59"
"24","Trey Burton (FA)","13","28","250","8.9","173","6.2","0","0.0","77","2.8","22","0.8","1","47","8.8%","32","4","8","13","1","0","0","0","20"
"25","Darren Fells (FA)","16","21","312","14.9","135","6.4","0","0.0","177","8.4","55","2.6","6","28","5.3%","21","0","4","16","3","2","1","0","44"
"26","Gerald Everett (FA)","16","41","417","10.2","174","4.2","0","0.0","243","5.9","70","1.7","6","62","11.0%","47","6","5","21","3","1","1","0","40"
"27","Mo Alie-Cox (IND)","15","31","394","12.7","212","6.8","0","0.0","182","5.9","36","1.2","0","39","7.3%","32","1","5","17","6","2","1","0","45"
"28","Jordan Reed (FA)","10","26","231","8.9","147","5.7","0","0.0","84","3.2","41","1.6","2","46","8.3%","30","3","8","11","1","0","0","0","26"
"29","Tyler Eifert (FA)","15","36","349","9.7","230","6.4","0","0.0","119","3.3","41","1.1","0","60","10.3%","37","0","9","15","1","0","0","0","28"
"30","Jordan Akins (FA)","13","37","403","10.9","231","6.2","0","0.0","172","4.6","64","1.7","3","49","9.3%","40","3","8","16","7","0","0","0","26"
"31","Richard Rodgers (FA)","14","24","345","14.4","250","10.4","0","0.0","95","4.0","34","1.4","1","31","5.5%","24","0","3","15","5","2","0","0","33"
"32","Anthony Firkser (FA)","16","39","387","9.9","240","6.2","0","0.0","147","3.8","49","1.3","4","53","11.3%","41","1","7","17","4","1","1","0","45"
"33","Dawson Knox (BUF)","12","24","288","12.0","128","5.3","0","0.0","160","6.7","52","2.2","0","44","7.7%","29","4","9","13","3","1","0","0","36"
"34","Chris Herndon IV (FA)","16","31","287","9.3","159","5.1","0","0.0","128","4.1","43","1.4","1","46","9.9%","36","4","4","11","3","0","0","0","26"
"35","Zach Ertz (WAS)","11","36","335","9.3","247","6.9","0","0.0","88","2.4","24","0.7","0","72","12.8%","43","5","7","11","4","2","1","0","42"
"36","Jack Doyle (FA)","14","23","251","10.9","160","7.0","0","0.0","91","4.0","35","1.5","1","33","6.2%","23","0","8","10","2","0","0","0","28"
"37","Jacob Hollister (FA)","16","25","209","8.4","129","5.2","0","0.0","80","3.2","27","1.1","0","40","7.4%","27","2","10","9","1","0","0","0","20"
"38","Cameron Brate (FA)","16","28","282","10.1","211","7.5","0","0.0","71","2.5","24","0.9","0","34","5.6%","28","0","4","12","2","0","0","0","25"
"39","Drew Sample (CIN)","16","40","349","8.7","156","3.9","0","0.0","193","4.8","72","1.8","5","53","9.4%","43","3","11","12","1","0","0","0","23"
"40","Harrison Bryant (PHI)","15","24","238","9.9","121","5.0","0","0.0","117","4.9","34","1.4","2","38","8.1%","27","3","5","12","1","1","0","0","35"
"41","Kyle Rudolph (FA)","12","28","334","11.9","170","6.1","0","0.0","164","5.9","41","1.5","2","37","7.6%","29","0","5","15","5","0","0","0","25"
"42","Will Dissly (LAC)","16","24","251","10.5","82","3.4","0","0.0","169","7.0","40","1.7","0","29","5.4%","25","1","4","12","3","0","0","0","28"
"43","Cole Kmet (CHI)","16","28","243","8.7","107","3.8","0","0.0","136","4.9","57","2.0","2","44","7.4%","30","2","6","9","1","1","0","0","38"
"44","Donald Parham Jr. (PIT)","13","10","159","15.9","103","10.3","0","0.0","56","5.6","26","2.6","0","20","3.3%","10","0","7","7","4","0","0","0","26"
"45","David Njoku (CLE)","13","19","213","11.2","131","6.9","0","0.0","82","4.3","36","1.9","2","29","6.2%","21","1","6","10","4","0","0","0","28"
"46","Adam Shaheen (FA)","16","12","150","12.5","49","4.1","0","0.0","101","8.4","29","2.4","4","22","4.0%","12","0","6","6","2","1","1","0","43"
"47","Durham Smythe (CHI)","15","26","208","8.0","86","3.3","0","0.0","122","4.7","29","1.1","2","29","5.3%","27","1","6","9","0","0","0","0","19"
"48","Ross Dwelley (SF)","16","19","245","12.9","138","7.3","0","0.0","107","5.6","31","1.6","1","24","4.3%","19","0","3","12","3","1","0","0","36"
"49","Tyler Kroft (FA)","10","12","119","9.9","75","6.3","0","0.0","44","3.7","10","0.8","0","16","2.8%","14","1","5","5","1","1","0","0","38"
"50","Greg Olsen (FA)","11","24","239","10.0","190","7.9","0","0.0","49","2.0","13","0.5","0","37","6.9%","26","2","8","12","3","0","0","0","22"
"51","Marcedes Lewis (FA)","15","10","107","10.7","50","5.0","0","0.0","57","5.7","12","1.2","0","17","3.4%","14","4","4","3","1","1","0","0","36"
"52","Pharaoh Brown (MIA)","13","14","163","11.6","87","6.2","0","0.0","76","5.4","57","4.1","4","16","3.0%","14","0","4","7","2","0","0","0","29"
"53","O.J. Howard (FA)","4","11","146","13.3","129","11.7","0","0.0","17","1.5","6","0.5","1","19","3.1%","12","1","3","6","2","1","0","0","33"
"54","James O'Shaughnessy (FA)","15","28","262","9.4","168","6.0","0","0.0","94","3.4","30","1.1","1","38","6.5%","28","0","1","11","3","0","0","0","26"
"55","Foster Moreau (NO)","16","7","140","20.0","89","12.7","0","0.0","51","7.3","20","2.9","0","9","1.7%","7","0","1","4","4","2","1","0","47"
"56","Tyler Conklin (LAC)","16","19","194","10.2","68","3.6","0","0.0","126","6.6","37","1.9","1","26","5.4%","21","2","0","8","2","1","0","0","30"
"57","Jesse James (FA)","16","14","129","9.2","56","4.0","0","0.0","73","5.2","23","1.6","1","22","3.9%","14","0","7","5","2","1","0","0","31"
"58","Nick Boyle (FA)","9","14","113","8.1","72","5.1","0","0.0","41","2.9","15","1.1","0","17","4.3%","15","0","3","4","1","0","0","0","21"
"59","Adam Trautman (DEN)","15","15","171","11.4","54","3.6","0","0.0","117","7.8","26","1.7","2","16","3.1%","16","0","3","6","2","1","1","0","41"
"60","Ian Thomas (LV)","16","20","145","7.3","67","3.4","0","0.0","78","3.9","18","0.9","0","31","5.9%","21","1","3","4","1","0","0","0","21"
"61","Jason Witten (FA)","16","13","69","5.3","49","3.8","0","0.0","20","1.5","5","0.4","0","17","3.3%","13","0","6","3","0","0","0","0","15"
"62","Albert Okwuegbunam Jr. (FA)","4","11","121","11.0","48","4.4","0","0.0","73","6.6","26","2.4","1","15","2.8%","11","0","4","4","1","0","0","0","27"
"63","Ryan Izzo (FA)","12","13","199","15.3","131","10.1","0","0.0","68","5.2","17","1.3","1","20","4.8%","15","2","1","8","3","1","1","1","50"
"64","Jace Sternberger (FA)","12","12","114","9.5","48","4.0","0","0.0","66","5.5","8","0.7","0","15","3.0%","13","1","3","5","2","0","0","0","27"
"65","MyCole Pruitt (FA)","11","5","49","9.8","36","7.2","0","0.0","13","2.6","7","1.4","0","8","1.7%","6","1","2","3","1","0","0","0","22"
"66","Maxx Williams (FA)","9","8","102","12.8","36","4.5","0","0.0","66","8.3","46","5.8","1","10","1.8%","8","0","3","2","2","1","1","0","42"
"67","Nick Vannett (FA)","15","14","95","6.8","31","2.2","0","0.0","64","4.6","14","1.0","0","21","3.9%","14","0","3","3","0","0","0","0","19"
"68","Lee Smith (FA)","10","4","35","8.8","15","3.8","0","0.0","20","5.0","3","0.8","0","6","1.0%","4","0","3","1","1","0","0","0","27"
"69","Darrell Daniels (FA)","12","8","92","11.5","35","4.4","0","0.0","57","7.1","5","0.6","1","11","2.0%","9","1","0","3","2","1","0","0","31"
"70","C.J. Uzomah (FA)","2","8","87","10.9","57","7.1","0","0.0","30","3.8","6","0.8","0","11","1.9%","9","1","2","3","1","0","0","0","23"
"71","Geoff Swaim (FA)","10","9","83","9.2","48","5.3","0","0.0","35","3.9","6","0.7","0","12","2.6%","10","1","2","4","0","0","0","0","16"
"72","Troy Fumagalli (FA)","8","8","80","10.0","20","2.5","0","0.0","60","7.5","8","1.0","0","15","2.8%","8","0","5","3","1","0","0","0","29"
"73","Kaden Smith (FA)","15","18","112","6.2","23","1.3","0","0.0","89","4.9","34","1.9","1","21","4.2%","18","0","3","5","0","0","0","0","16"
"74","Blake Bell (FA)","16","11","110","10.0","62","5.6","0","0.0","48","4.4","17","1.5","1","15","2.4%","11","0","3","8","1","0","0","0","24"
"75","Virgil Green (FA)","6","3","50","16.7","27","9.0","0","0.0","23","7.7","6","2.0","0","6","1.0%","4","1","0","3","1","0","0","0","26"
"76","Josh Hill (FA)","14","8","46","5.8","9","1.1","0","0.0","37","4.6","12","1.5","1","10","2.0%","8","0","1","2","0","0","0","0","16"
"77","Stephen Anderson (FA)","16","8","106","13.3","26","3.3","0","0.0","80","10.0","35","4.4","2","11","1.8%","8","0","0","5","1","0","0","0","23"
"78","Devin Asiasi (FA)","8","2","39","19.5","33","16.5","0","0.0","6","3.0","3","1.5","0","7","1.7%","3","1","1","2","1","0","0","0","26"
"79","Vance McDonald (FA)","14","15","99","6.6","20","1.3","0","0.0","79","5.3","22","1.5","3","20","3.1%","16","1","2","3","0","0","0","0","15"
"80","Ryan Griffin (FA)","15","9","86","9.6","37","4.1","0","0.0","49","5.4","16","1.8","0","12","2.6%","10","1","0","3","1","0","0","0","23"
"81","Luke Stocker (FA)","16","7","63","9.0","11","1.6","0","0.0","52","7.4","14","2.0","0","11","1.8%","8","1","1","3","1","0","0","0","25"
"82","Cethan Carter (FA)","15","5","53","10.6","43","8.6","0","0.0","10","2.0","5","1.0","0","7","1.2%","6","1","1","2","2","0","0","0","24"
"83","Johnny Mundt (JAC)","16","4","53","13.3","8","2.0","0","0.0","45","11.3","29","7.3","2","4","0.7%","4","0","1","1","1","1","0","0","34"
"84","Chris Manhertz (NYG)","16","6","52","8.7","19","3.2","0","0.0","33","5.5","16","2.7","1","8","1.5%","7","1","0","2","0","0","0","0","17"
"85","Levine Toilolo (FA)","16","5","46","9.2","20","4.0","0","0.0","26","5.2","14","2.8","0","6","1.2%","5","0","0","3","0","0","0","0","14"
"86","Demetrius Harris (FA)","15","7","45","6.4","20","2.9","0","0.0","25","3.6","6","0.9","0","14","2.3%","9","2","3","0","0","0","0","0","9"
"87","Nick Keizer (FA)","16","6","63","10.5","23","3.8","0","0.0","40","6.7","5","0.8","0","10","1.6%","7","1","0","3","1","0","0","0","22"
"88","Tanner Hudson (CIN)","11","3","41","13.7","29","9.7","0","0.0","12","4.0","5","1.7","0","7","1.2%","3","0","0","2","1","0","0","0","20"
"89","Juwan Johnson (NO)","7","4","39","9.8","19","4.8","0","0.0","20","5.0","4","1.0","0","10","2.0%","5","1","1","2","0","0","0","0","19"
"90","Deon Yelder (FA)","14","7","36","5.1","6","0.9","0","0.0","30","4.3","13","1.9","0","11","1.8%","7","0","2","1","0","0","0","0","12"
"91","Charlie Woerner (ATL)","14","3","36","12.0","11","3.7","0","0.0","25","8.3","9","3.0","1","4","0.7%","3","0","1","2","0","0","0","0","18"
"92","Kahale Warring (FA)","7","3","35","11.7","27","9.0","0","0.0","8","2.7","4","1.3","0","7","1.3%","4","1","2","1","1","0","0","0","23"
"93","Ben Ellefson (FA)","7","1","10","10.0","7","7.0","0","0.0","3","3.0","2","2.0","0","4","0.7%","2","1","0","1","0","0","0","0","10"
"94","Jaeden Graham (FA)","16","3","25","8.3","11","3.7","0","0.0","14","4.7","3","1.0","0","5","0.8%","4","1","0","1","0","0","0","0","11"
"95","Dalton Keene (FA)","6","3","16","5.3","15","5.0","0","0.0","1","0.3","1","0.3","0","5","1.2%","3","0","0","0","0","0","0","0","8"
"96","Eric Saubert (SEA)","8","3","16","5.3","9","3.0","0","0.0","7","2.3","3","1.0","0","4","0.7%","3","0","0","0","0","0","0","0","9"
"97","Jake Butt (FA)","5","2","5","2.5","3","1.5","0","0.0","2","1.0","0","0.0","0","4","0.8%","3","1","1","0","0","0","0","0","5"
""
""
