"Rank","Player","REC","TGT","REC PCT","YDS","Y/R","TD","TGT PCT","ATT","YDS","TD","PCT","FL","G","FPTS","FPTS/G","ROST %"
"27","Tyler Higbee (LAR)","3","5","60.0%","24","8.0","2","62.5%","0","0","0","0%","0","15","14.4","1.0","16.5%"
"28","Mo Alie-Cox (IND)","3","4","75.0%","23","7.7","2","30.8%","0","0","0","0%","0","17","14.3","0.8","0.6%"
"29","Mike Gesicki (CIN)","3","5","60.0%","20","6.7","2","45.5%","0","0","0","0%","0","15","14.0","0.9","23.8%"
"30","Luke Schoonmaker (DAL)","3","5","60.0%","19","6.3","2","15.6%","0","0","0","0.0%","0","17","13.9","0.8","6.4%"
"31","Josh Oliver (MIN)","4","5","80.0%","19","4.8","2","21.7%","0","0","0","0%","0","17","13.9","0.8","1.0%"
"32","Brevin Jordan (HOU)","2","2","100.0%","16","8.0","2","10.0%","0","0","0","0.0%","0","13","13.6","1.0","0.6%"
"33","Andrew Beck (NYJ)","3","4","75.0%","5","1.7","1","20.0%","3","1","1","100.0%","0","13","12.6","1.0","0.0%"
"34","Evan Engram (DEN)","6","9","66.7%","19","3.2","2","64.3%","0","0","0","0%","1","17","11.9","0.7","88.9%"
"35","Charlie Kolar (BAL)","2","2","100.0%","34","17.0","1","8.7%","0","0","0","0.0%","0","14","9.4","0.7","0.1%"
"36","Jonnu Smith (PIT)","5","8","62.5%","31","6.2","1","47.1%","1","0","0","100.0%","0","17","9.1","0.5","72.5%"
"37","Darren Waller (MIA)","3","4","75.0%","31","10.3","1","57.1%","0","0","0","0%","0","12","9.1","0.8","23.6%"
"38","Luke Musgrave (GB)","3","6","50.0%","31","10.3","1","37.5%","0","0","0","0%","0","11","9.1","0.8","11.0%"
"39","Brenton Strange (JAC)","3","4","75.0%","28","9.3","1","28.6%","0","0","0","0%","0","14","8.8","0.6","30.9%"
"40","Tanner Hudson (CIN)","3","3","100.0%","25","8.3","1","21.4%","0","0","0","0%","0","12","8.5","0.7","1.2%"
"41","Hayden Hurst (FA)","3","5","60.0%","25","8.3","1","50.0%","0","0","0","0%","0","10","8.5","0.9","1.3%"
"42","Drew Sample (CIN)","3","3","100.0%","23","7.7","1","21.4%","0","0","0","0%","0","17","8.3","0.5","0.6%"
"43","MyCole Pruitt (FA)","1","4","25.0%","20","20.0","1","23.5%","0","0","0","0.0%","0","11","8.0","0.7","1.0%"
"44","Chig Okonkwo (TEN)","3","6","50.0%","19","6.3","1","50.0%","0","0","0","0%","0","17","7.9","0.5","26.1%"
"45","Kylen Granson (PHI)","4","6","66.7%","18","4.5","1","46.2%","0","0","0","0%","0","15","7.8","0.5","0.7%"
"46","Marcedes Lewis (FA)","2","2","100.0%","17","8.5","1","11.8%","0","0","0","0.0%","0","6","7.7","1.3","0.0%"
"47","Zach Ertz (WAS)","3","8","37.5%","17","5.7","1","38.1%","0","0","0","0%","0","7","7.7","1.1","43.2%"
"48","Dawson Knox (BUF)","3","7","42.9%","15","5.0","1","38.9%","0","0","0","0%","0","12","7.5","0.6","5.6%"
"49","Quintin Morris (JAC)","1","2","50.0%","15","15.0","1","11.1%","0","0","0","0%","0","3","7.5","2.5","1.4%"
"50","Johnny Mundt (JAC)","2","4","50.0%","14","7.0","1","17.4%","0","0","0","0%","0","11","7.4","0.7","0.1%"
"51","Kyle Pitts Sr. (ATL)","3","5","60.0%","14","4.7","1","29.4%","0","0","0","0.0%","0","17","7.4","0.4","58.1%"
"52","Foster Moreau (NO)","3","4","75.0%","13","4.3","1","18.2%","0","0","0","0.0%","0","15","7.3","0.5","1.6%"
"53","Davis Allen (LAR)","2","2","100.0%","13","6.5","1","25.0%","0","0","0","0%","0","15","7.3","0.5","1.0%"
"54","Josh Whyle (TEN)","2","5","40.0%","12","6.0","1","41.7%","0","0","0","0%","0","11","7.2","0.7","0.6%"
"55","Elijah Higgins (ARI)","2","2","100.0%","12","6.0","1","9.5%","0","0","0","0%","0","11","7.2","0.7","1.3%"
"56","Colby Parkinson (LAR)","4","8","50.0%","12","3.0","1","72.7%","0","0","0","0%","0","15","7.2","0.5","4.4%"
"57","Ben Sims (GB)","2","2","100.0%","7","3.5","1","12.5%","0","0","0","0%","0","16","6.7","0.4","0.0%"
"58","Irv Smith Jr. (HOU)","5","6","83.3%","27","5.4","1","42.9%","0","0","0","0%","1","11","6.7","0.6","0.0%"
"59","C.J. Uzomah (FA)","2","4","50.0%","6","3.0","1","33.3%","0","0","0","0%","0","8","6.6","0.8","0.0%"
"60","Drew Ogletree (IND)","1","2","50.0%","5","5.0","1","15.4%","0","0","0","0%","0","12","6.5","0.5","1.1%"
"61","Blake Bell (FA)","1","1","100.0%","4","4.0","1","4.2%","0","0","0","0.0%","0","7","6.4","0.9","0.0%"
"62","Lucas Krull (DEN)","1","2","50.0%","3","3.0","1","12.5%","0","0","0","0%","0","7","6.3","0.9","1.8%"
"63","Noah Gray (KC)","1","3","33.3%","2","2.0","1","12.5%","1","1","0","100.0%","0","17","6.3","0.4","9.8%"
"64","Ko Kieft (TB)","1","2","50.0%","2","2.0","1","14.3%","0","0","0","0%","0","16","6.2","0.4","0.0%"
"65","Dalton Kincaid (BUF)","5","9","55.6%","27","5.4","0","50.0%","0","0","0","0%","0","16","2.7","0.2","79.2%"
"66","Robert Tonyan (KC)","2","2","100.0%","21","10.5","0","11.8%","0","0","0","0.0%","0","12","2.1","0.2","0.0%"
"67","Geoff Swaim (FA)","2","2","100.0%","18","9.0","0","9.5%","0","0","0","0%","0","9","1.8","0.2","0.0%"
"68","Cole Turner (WAS)","2","4","50.0%","17","8.5","0","25.0%","0","0","0","0%","0","12","1.7","0.1","1.0%"
"69","Jack Stoll (NO)","1","2","50.0%","14","14.0","0","15.4%","0","0","0","0.0%","0","7","1.4","0.2","0.0%"
"70","Durham Smythe (CHI)","2","5","40.0%","14","7.0","0","83.3%","0","0","0","0%","0","13","1.4","0.1","0.6%"
"71","Darnell Washington (PIT)","1","2","50.0%","12","12.0","0","18.2%","0","0","0","0%","0","17","1.2","0.1","2.9%"
"72","Ross Dwelley (SF)","1","1","100.0%","12","12.0","0","6.7%","0","0","0","0%","0","12","1.2","0.1","0.0%"
"73","Noah Fant (CIN)","1","2","50.0%","12","12.0","0","18.2%","0","0","0","0%","0","17","1.2","0.1","16.9%"
"74","Payne Durham (TB)","1","1","100.0%","12","12.0","0","7.1%","0","0","0","0%","0","13","1.2","0.1","0.6%"
"75","Tyler Conklin (LAC)","3","7","42.9%","11","3.7","0","58.3%","0","0","0","0%","0","17","1.1","0.1","8.0%"
"76","Connor Heyward (PIT)","2","3","66.7%","11","5.5","0","27.3%","0","0","0","0%","0","17","1.1","0.1","0.1%"
"77","Mitchell Wilcox (MIA)","1","2","50.0%","10","10.0","0","14.3%","0","0","0","0%","0","12","1.0","0.1","0.0%"
"78","Grant Calcaterra (PHI)","1","1","100.0%","9","9.0","0","7.7%","0","0","0","0.0%","0","14","0.9","0.1","2.8%"
"79","Daniel Bellinger (NYG)","1","1","100.0%","7","7.0","0","14.3%","0","0","0","0%","0","17","0.7","0.0","2.6%"
"80","Kevin Rader (FA)","1","1","100.0%","6","6.0","0","8.3%","0","0","0","0%","0","7","0.6","0.1","0.0%"
"81","Brycen Hopkins (FA)","1","1","100.0%","5","5.0","0","12.5%","0","0","0","0%","0","5","0.5","0.1","0.0%"
"82","Austin Hooper (NE)","1","1","100.0%","4","4.0","0","12.5%","0","0","0","0%","0","16","0.4","0.0","4.7%"
"83","Jeremy Ruckert (NYJ)","1","1","100.0%","3","3.0","0","8.3%","0","0","0","0%","0","15","0.3","0.0","1.9%"
"84","Charlie Woerner (ATL)","1","1","100.0%","3","3.0","0","6.7%","0","0","0","0%","0","10","0.3","0.0","0.1%"
"85","Brock Wright (DET)","1","1","100.0%","2","2.0","0","6.3%","0","0","0","0%","0","14","0.2","0.0","0.8%"
"86","Chris Manhertz (NYG)","0","1","0.0%","0","0","0","6.3%","0","0","0","0%","0","7","0.0","0.0","0.0%"
"87","James Mitchell (CAR)","0","0","0%","0","0","0","0.0%","0","0","0","0%","0","2","0.0","0.0","0.0%"
"88","Stone Smartt (NYJ)","0","2","0.0%","0","0","0","8.7%","0","0","0","0%","0","12","0.0","0.0","2.1%"
"89","Will Mallory (IND)","0","1","0.0%","0","0","0","7.7%","0","0","0","0%","0","12","0.0","0.0","1.0%"
"90","Ian Thomas (LV)","0","1","0.0%","0","0","0","10.0%","0","0","0","0%","0","8","0.0","0.0","0.0%"
"91","Peyton Hendershot (FA)","0","2","0.0%","0","0","0","6.3%","1","0","0","100.0%","0","8","0.0","0.0","0.0%"
"92","John Bates (WAS)","1","3","33.3%","0","0.0","0","18.8%","0","0","0","0%","0","17","0.0","0.0","0.6%"
"93","Will Dissly (LAC)","0","1","0.0%","0","0","0","9.1%","0","0","0","0%","0","13","0.0","0.0","4.9%"
"94","Sean McKeon (IND)","0","1","0.0%","0","0","0","3.1%","0","0","0","0.0%","0","8","0.0","0.0","0.0%"
"95","Luke Farrell (SF)","0","1","0.0%","0","0","0","7.1%","0","0","0","0%","0","10","0.0","0.0","0.6%"
"96","Julian Hill (MIA)","0","1","0.0%","0","0","0","16.7%","0","0","0","0%","0","15","0.0","0.0","0.7%"
""
""
