"Rank","Player","REC","TGT","REC PCT","YDS","Y/R","TD","TGT PCT","ATT","YDS","TD","PCT","FL","G","FPTS","FPTS/G","ROST %"
"86","Colby Parkinson (LAR)","0","1","0.0%","0","0","0","9.1%","0","0","0","0%","0","6","0.0","0.0","4.4%"
"87","Giovanni Ricci (MIN)","0","1","0.0%","0","0","0","7.7%","0","0","0","0.0%","0","9","0.0","0.0","0.0%"
"88","Tyler Davis (FA)","1","1","100.0%","0","0.0","0","5.0%","0","0","0","0%","0","8","0.0","0.0","0.0%"
"89","Daniel Helm (FA)","0","1","0.0%","0","0","0","5.0%","0","0","0","0%","0","3","0.0","0.0","0.0%"
"90","Codey McElroy (FA)","0","1","0.0%","0","0","0","2.9%","0","0","0","0%","0","2","0.0","0.0","0.0%"
"91","Ian Thomas (LV)","2","4","50.0%","0","0.0","0","30.8%","0","0","0","0.0%","0","14","0.0","0.0","0.0%"
"92","Demetrius Harris (FA)","0","1","0.0%","0","0","0","5.0%","0","0","0","0.0%","0","10","0.0","0.0","0.0%"
"93","Darrell Daniels (FA)","0","1","0.0%","0","0","0","5.0%","0","0","0","0.0%","0","10","0.0","0.0","0.0%"
"94","James O'Shaughnessy (FA)","0","0","0%","0","0","0","0.0%","0","0","0","0%","0","7","0.0","0.0","0.0%"
"95","Brock Wright (DET)","0","2","0.0%","0","0","0","14.3%","0","0","0","0%","0","8","0.0","0.0","0.8%"
"96","Shane Zylstra (DET)","0","2","0.0%","0","0","0","14.3%","0","0","0","0%","0","3","0.0","0.0","1.1%"
""
""
