"Rank","Player","G","REC","YDS","Y/R","YBC","YBC/R","AIR","AIR/R","YAC","YAC/R","YACON","YACON/R","BRKTKL","TGT","% TM","CATCHABLE","DROP","RZ TGT","10+ YDS","20+ YDS","30+ YDS","40+ YDS","50+ YDS","LNG"
"174","Penny Hart (FA)","12","7","59","8.4","18","2.6","0","0.0","41","5.9","5","0.7","0","12","2.5%","9","1","1","3","0","0","0","0","16"
"175","C.J. Board (FA)","6","4","51","12.8","38","9.5","0","0.0","13","3.3","0","0.0","0","6","1.1%","4","0","1","1","1","1","0","0","38"
"176","Amari Rodgers (FA)","16","4","45","11.3","21","5.3","0","0.0","24","6.0","12","3.0","1","8","1.4%","7","1","2","2","0","0","0","0","19"
"177","Jason Moore Jr. (FA)","1","3","56","18.7","30","10.0","0","0.0","26","8.7","4","1.3","0","4","0.6%","3","0","0","3","1","0","0","0","24"
"178","Alex Erickson (FA)","17","3","55","18.3","25","8.3","0","0.0","30","10.0","2","0.7","0","4","0.7%","3","0","0","3","1","0","0","0","25"
"179","Jaelon Darden (FA)","9","6","43","7.2","19","3.2","0","0.0","24","4.0","2","0.3","0","12","1.7%","6","0","0","1","1","0","0","0","29"
"180","Mike Thomas (FA)","7","5","52","10.4","39","7.8","0","0.0","13","2.6","4","0.8","0","11","2.0%","5","0","0","3","0","0","0","0","19"
"181","William Fuller V (FA)","2","4","26","6.5","16","4.0","0","0.0","10","2.5","4","1.0","1","8","1.3%","4","0","0","1","0","0","0","0","10"
"182","Greg Dortch (ARI)","5","3","15","5.0","-16","-5.3","0","0.0","31","10.3","4","1.3","0","3","0.5%","3","0","1","1","0","0","0","0","10"
"183","Juwann Winfree (FA)","5","8","58","7.3","27","3.4","0","0.0","31","3.9","9","1.1","1","13","2.3%","10","1","3","4","0","0","0","0","12"
"184","Willie Snead IV (FA)","7","4","38","9.5","26","6.5","0","0.0","12","3.0","8","2.0","1","8","1.3%","5","1","2","2","0","0","0","0","15"
"185","Kevin White (FA)","4","1","38","38.0","29","29.0","0","0.0","9","9.0","4","4.0","0","5","1.1%","2","1","0","1","1","1","0","0","38"
"186","Curtis Samuel (BUF)","5","6","27","4.5","-13","-2.2","0","0.0","40","6.7","4","0.7","0","9","1.7%","6","0","1","1","0","0","0","0","10"
"187","Pharoh Cooper (FA)","8","4","33","8.3","26","6.5","0","0.0","7","1.8","3","0.8","0","11","2.0%","6","0","3","1","0","0","0","0","15"
"188","D.J. Montgomery (IND)","2","3","36","12.0","21","7.0","0","0.0","15","5.0","0","0.0","0","6","1.0%","3","0","1","2","0","0","0","0","14"
"189","J.J. Arcega-Whiteside (FA)","7","2","36","18.0","7","3.5","0","0.0","29","14.5","3","1.5","0","5","1.1%","5","3","0","2","1","0","0","0","23"
"190","Trenton Irwin (JAC)","5","2","34","17.0","6","3.0","0","0.0","28","14.0","0","0.0","0","5","0.9%","2","0","1","1","1","0","0","0","25"
"191","Cody Hollister (FA)","3","4","33","8.3","16","4.0","0","0.0","17","4.3","13","3.3","0","7","1.3%","4","0","2","1","0","0","0","0","14"
"192","Cody White (SEA)","6","5","33","6.6","19","3.8","0","0.0","14","2.8","4","0.8","0","6","0.9%","6","1","0","1","0","0","0","0","11"
"193","KJ Hill Jr. (FA)","6","3","30","10.0","18","6.0","0","0.0","12","4.0","0","0.0","0","3","0.5%","3","0","0","1","0","0","0","0","19"
"194","Jake Kumerow (FA)","7","2","28","14.0","21","10.5","0","0.0","7","3.5","4","2.0","0","6","1.0%","3","1","2","2","0","0","0","0","15"
"195","Christian Blake (FA)","10","4","25","6.3","23","5.8","0","0.0","2","0.5","0","0.0","0","10","1.8%","5","1","2","0","0","0","0","0","8"
"196","Marcus Kemp (FA)","12","2","24","12.0","16","8.0","0","0.0","8","4.0","2","1.0","0","5","0.8%","3","1","0","1","0","0","0","0","16"
"197","Dazz Newsome (FA)","3","2","23","11.5","8","4.0","0","0.0","15","7.5","6","3.0","0","5","1.0%","2","0","0","2","0","0","0","0","13"
"198","Tylan Wallace (BAL)","10","2","23","11.5","9","4.5","0","0.0","14","7.0","10","5.0","2","6","1.0%","2","0","1","1","0","0","0","0","18"
"199","David Sills (ATL)","4","2","17","8.5","15","7.5","0","0.0","2","1.0","0","0.0","0","6","1.1%","3","1","1","1","0","0","0","0","12"
"200","Keith Kirkwood (BAL)","3","3","17","5.7","1","0.3","0","0.0","16","5.3","2","0.7","0","7","1.2%","4","1","1","0","0","0","0","0","7"
"201","Tyron Billy-Johnson (FA)","7","2","16","8.0","7","3.5","0","0.0","9","4.5","0","0.0","0","5","0.9%","2","0","0","1","0","0","0","0","10"
"202","Stanley Morgan Jr. (FA)","11","2","11","5.5","-9","-4.5","0","0.0","20","10.0","0","0.0","0","4","0.7%","2","0","0","0","0","0","0","0","8"
"203","Frank Darby (FA)","4","1","14","14.0","3","3.0","0","0.0","11","11.0","4","4.0","1","4","0.7%","2","1","0","1","0","0","0","0","14"
"204","Racey McMath (FA)","6","2","8","4.0","-1","-0.5","0","0.0","9","4.5","0","0.0","0","6","1.1%","2","0","1","0","0","0","0","0","9"
"205","Travis Benjamin (FA)","5","0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","5","1.0%","0","0","0","0","0","0","0","0","0"
"206","Diontae Spencer (FA)","15","1","-3","-3.0","-3","-3.0","0","0.0","0","0.0","0","0.0","0","4","0.8%","1","0","1","0","0","0","0","0","0"
""
""
