Unnamed: 0_level_0,Unnamed: 1_level_0,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,MISC,MISC,MISC,MISC,MISC
32,Saquon Barkley (PHI),162,593,3.7,41,3,2,41,57,263,6.4,2,1,14,128.1,9.2,99.0%
33,Chuba Hubbard (CAR),172,612,3.6,26,3,5,25,37,174,7.0,1,1,16,125.1,7.8,95.0%
34,Devontae Booker (FA),145,593,4.1,31,3,2,40,45,268,6.7,1,0,16,124.1,7.8,0.0%
35,Chase Edmonds (FA),116,592,5.1,54,3,2,43,53,311,7.2,0,1,12,121.8,10.2,0.0%
36,Rashaad Penny (FA),119,749,6.3,62,11,6,6,8,48,8.0,0,0,10,118.7,11.9,0.0%
37,Mike Davis (FA),138,503,3.6,18,0,3,44,58,259,5.9,1,3,17,116.2,6.8,1.0%
38,Alexander Mattison (MIA),134,491,3.7,48,2,3,32,39,228,7.1,1,1,16,109.9,6.9,8.4%
39,Christian McCaffrey (SF),99,442,4.5,18,0,1,37,41,343,9.3,1,0,7,109.0,15.6,98.5%
40,Rhamondre Stevenson (NE),133,606,4.6,21,1,5,14,18,123,8.8,0,1,12,107.9,9.0,77.0%
41,Clyde Edwards-Helaire (NO),119,517,4.3,17,0,4,19,23,118,6.2,2,2,10,107.0,10.7,4.3%
42,Kenneth Gainwell (PIT),68,291,4.3,18,0,5,33,50,253,7.7,1,1,16,106.9,6.7,2.1%
43,Jamaal Williams (FA),153,601,3.9,20,1,3,26,28,157,6.0,0,0,13,106.8,8.2,1.1%
44,J.D. McKissic (FA),48,212,4.4,15,0,2,43,53,397,9.2,2,0,11,106.4,9.7,1.0%
45,Miles Sanders (DAL),137,754,5.5,38,7,0,26,34,158,6.1,0,1,12,104.2,8.7,10.9%
46,Brandon Bolden (FA),44,226,5.1,24,2,1,41,49,405,9.9,2,0,16,103.6,6.5,0.0%
47,Ty Johnson (BUF),61,238,3.9,24,2,2,34,55,372,10.9,2,1,15,100.0,6.7,3.5%
48,Kareem Hunt (KC),78,386,4.9,33,2,5,22,27,174,7.9,0,0,8,99.0,12.4,25.5%
49,Latavius Murray (FA),119,501,4.2,46,3,6,10,13,75,7.5,0,0,14,98.6,7.0,0.0%
50,Mark Ingram II (FA),160,554,3.5,28,2,2,27,35,162,6.0,0,1,14,95.1,6.8,0.6%
51,D'Ernest Johnson (BAL),100,534,5.3,30,4,3,19,25,137,7.2,0,0,13,94.6,7.3,1.0%
52,Zack Moss (FA),96,345,3.6,17,0,4,23,32,197,8.6,1,1,13,93.7,7.2,16.3%
53,Nyheim Miller-Hines (LAC),56,276,4.9,34,2,2,40,57,310,7.8,1,2,17,92.6,5.4,0.0%
54,Boston Scott (FA),87,373,4.3,23,2,7,13,16,83,6.4,0,1,11,92.1,8.4,0.0%
55,Rex Burkhead (FA),122,427,3.5,36,2,3,25,32,186,7.4,0,0,15,91.8,6.1,10.0%
56,D'Onta Foreman (FA),133,566,4.3,35,4,3,9,11,123,13.7,0,1,9,89.4,9.9,2.7%
57,Kenyan Drake (FA),63,254,4.0,21,1,2,30,40,291,9.7,1,0,12,87.5,7.3,1.1%
58,Justin Jackson (FA),68,364,5.4,75,2,2,22,25,178,8.1,0,1,14,75.2,5.4,0.0%
59,Ronald Jones II (FA),101,428,4.2,30,1,4,10,13,64,6.4,0,2,15,74.2,4.9,0.0%
60,Khalil Herbert (IND),103,433,4.2,29,4,2,14,16,96,6.9,0,0,16,71.9,4.5,3.9%
61,Ameer Abdullah (SF),51,166,3.3,15,0,0,38,53,289,7.6,1,0,17,70.5,4.1,0.6%
62,Samaje Perine (CIN),55,246,4.5,46,2,1,27,31,196,7.3,1,0,15,69.7,4.6,3.6%
63,David Johnson (FA),67,228,3.4,15,0,0,32,42,225,7.0,1,1,13,65.3,5.0,0.0%
64,Alex Collins (FA),108,411,3.8,25,2,2,9,10,87,9.7,0,1,11,64.3,5.8,19.0%
65,Dontrell Hilliard (FA),56,350,6.3,68,2,2,19,26,87,4.6,0,1,8,63.2,7.9,0.0%
66,Jordan Howard (FA),86,406,4.7,25,1,3,2,5,19,9.5,0,0,7,61.5,8.8,0.0%
67,Jeremy McNichols (WAS),41,156,3.8,14,0,0,28,38,240,8.6,1,0,13,59.6,4.6,0.7%
68,Kyle Juszczyk (SF),8,22,2.8,6,0,1,30,38,296,9.9,1,0,15,58.8,3.9,0.9%
69,Duke Johnson Jr. (FA),71,330,4.6,27,1,3,4,5,41,10.3,0,0,5,57.1,11.4,0.0%
70,Travis Homer (CHI),21,177,8.4,73,2,1,16,20,161,10.1,0,0,14,53.8,3.8,0.6%
71,Damien Williams (FA),40,164,4.1,23,1,2,16,23,103,6.4,1,0,12,52.7,4.4,0.0%
72,Derrick Gore (FA),51,256,5.0,51,2,2,8,9,105,13.1,0,0,8,52.1,6.5,0.0%
73,Jaret Patterson (LAC),68,266,3.9,13,0,2,10,12,73,7.3,0,0,14,50.9,3.6,0.0%
74,DeeJay Dallas (ARI),33,138,4.2,15,0,2,21,23,133,6.3,0,0,17,49.6,2.9,0.1%
75,Jeff Wilson Jr. (FA),79,294,3.7,17,0,2,7,8,31,4.4,0,0,9,48.0,5.3,1.0%
76,Giovani Bernard (FA),8,58,7.3,24,1,0,23,29,123,5.3,3,0,10,47.6,4.8,0.0%
77,Tevin Coleman (FA),84,356,4.2,20,1,0,11,16,49,4.5,0,0,11,46.0,4.2,0.0%
78,Chris Carson (FA),54,232,4.3,33,2,3,6,6,29,4.8,0,1,4,45.1,11.3,0.3%
79,Peyton Barber (FA),55,212,3.9,27,1,2,10,13,67,6.7,0,0,10,44.9,4.5,1.0%
80,Dare Ogunbowale (HOU),43,137,3.2,12,0,1,13,21,114,8.8,1,0,13,43.6,3.4,1.5%
81,Phillip Lindsay (FA),88,249,2.8,35,1,1,4,5,45,11.3,1,0,14,43.4,3.1,0.0%
82,Chris Evans (FA),17,77,4.5,13,0,0,15,17,151,10.1,2,0,9,42.3,4.7,0.0%
83,Demetric Felton Jr. (WAS),7,24,3.4,12,0,0,18,21,181,10.1,2,0,15,41.5,2.8,0.0%
84,Carlos Hyde (FA),72,253,3.5,18,0,1,12,22,65,5.4,0,2,12,39.8,3.3,0.0%
85,Matt Breida (FA),26,125,4.8,28,1,1,7,9,72,10.3,2,1,7,39.2,5.6,0.0%
86,JaMycal Hasty (NE),16,68,4.3,21,1,1,23,29,157,6.8,0,1,11,38.0,3.5,1.1%
87,Ty'Son Williams (FA),35,185,5.3,35,2,1,9,12,84,9.3,0,0,8,37.4,4.7,1.2%
88,Le'Veon Bell (FA),39,101,2.6,12,0,2,5,7,30,6.0,1,0,8,35.6,4.5,0.2%
89,Ke'Shawn Vaughn (FA),36,180,5.0,55,1,2,4,8,26,6.5,0,0,6,34.6,5.8,0.0%
90,Salvon Ahmed (IND),54,149,2.8,16,0,0,12,19,117,9.8,0,0,11,32.6,3.0,0.0%
91,Craig Reynolds (DET),55,230,4.2,35,2,0,7,8,52,7.4,0,0,5,31.7,6.3,1.1%
92,Elijhaa Penny (FA),24,99,4.1,12,0,1,9,13,30,3.3,1,0,13,31.4,2.4,0.0%
93,Royce Freeman (FA),56,169,3.0,13,0,0,10,16,77,7.7,0,0,12,29.6,2.5,0.0%
94,Jerick McKinnon (FA),12,62,5.2,18,0,0,13,20,107,8.2,1,0,9,29.4,3.3,0.0%
95,Trey Sermon (PIT),41,167,4.1,16,0,1,3,4,26,8.7,0,0,6,26.8,4.5,0.6%
96,Corey Clement (FA),33,140,4.2,38,1,0,6,7,29,4.8,1,0,11,25.9,2.4,0.0%
97,James White (FA),10,38,3.8,10,0,1,12,14,94,7.8,0,0,3,25.2,8.4,0.1%
98,Eno Benjamin (FA),34,118,3.5,21,1,1,6,7,42,7.0,0,0,8,25.0,3.1,0.0%
99,Adrian Peterson (FA),38,98,2.6,16,0,2,4,4,8,2.0,0,0,4,24.6,6.2,2.0%
100,C.J. Ham (MIN),7,34,4.9,30,1,0,17,18,125,7.4,0,0,15,24.4,1.6,0.6%
101,Jermar Jefferson (TEN),15,74,4.9,28,1,2,4,5,23,5.8,0,0,5,23.7,4.7,0.6%
102,Ty Montgomery II (FA),15,44,2.9,9,0,0,16,26,95,5.9,0,0,14,21.9,1.6,0.0%
103,Kene Nwangwu (NYJ),13,61,4.7,19,0,0,4,5,9,2.3,0,0,9,21.0,2.3,0.0%
104,Malcolm Brown (FA),33,125,3.8,24,1,1,3,5,10,3.3,0,0,6,21.0,3.5,0.0%
105,Tony Jones Jr. (FA),54,142,2.6,11,0,0,5,8,29,5.8,0,0,10,19.6,2.0,0.0%
106,Alec Ingold (MIA),2,1,0.5,1,0,0,10,12,85,8.5,1,0,7,19.6,2.8,0.6%
107,Jonathan Williams (FA),17,79,4.6,23,1,1,4,6,28,7.0,0,0,5,18.7,3.7,0.0%
108,Austin Walter (FA),26,101,3.9,14,0,1,2,3,9,4.5,0,0,4,18.0,4.5,0.0%
109,Qadree Ollison (FA),21,105,5.0,19,0,1,4,6,12,3.0,0,1,6,17.7,3.0,0.0%
110,Jalen Richard (FA),9,40,4.4,23,1,0,12,14,72,6.0,0,0,9,17.2,1.9,1.0%
111,Patrick Ricard (BAL),2,4,2.0,2,0,0,8,13,63,7.9,1,0,8,16.7,2.1,0.8%
112,J.J. Taylor (HOU),19,37,1.9,15,0,2,4,4,8,2.0,0,1,5,16.5,3.3,1.0%
113,Patrick Taylor Jr. (SF),23,89,3.9,12,0,1,2,2,3,1.5,0,0,5,16.2,3.2,0.7%
114,Godwin Igwebuike (FA),18,118,6.6,42,1,1,7,10,60,8.6,0,2,15,16.0,1.1,0.0%
115,Larry Rountree III (FA),36,87,2.4,13,0,1,1,2,-1,-1.0,0,0,10,15.1,1.5,0.0%
116,Joshua Kelley (FA),33,102,3.1,14,0,0,5,6,38,7.6,0,1,8,14.5,1.8,0.0%
117,Keith Smith (FA),9,31,3.4,8,0,0,9,10,56,6.2,0,0,13,13.2,1.0,0.0%
118,Michael Burton (DEN),8,26,3.3,7,0,1,3,3,31,10.3,0,0,10,13.2,1.3,0.1%
119,Wayne Gallman Jr. (FA),28,104,3.7,17,0,0,1,3,21,21.0,0,0,9,13.0,1.4,0.0%
120,Benny Snell Jr. (FA),36,98,2.7,9,0,0,2,4,13,6.5,0,0,16,12.1,0.8,0.0%
121,Marlon Mack (FA),28,101,3.6,22,1,0,2,5,8,4.0,0,0,6,11.9,2.0,0.0%
122,Ryquell Armstead (FA),15,80,5.3,26,1,0,3,4,16,5.3,0,0,2,11.1,5.6,0.2%
123,Andy Janovich (FA),2,0,0.0,1,0,1,3,4,9,3.0,0,0,6,10.4,1.7,0.0%
124,Deon Jackson (FA),13,31,2.4,10,0,1,0,0,0,0.0,0,0,5,9.1,1.8,0.0%
125,JaQuan Hardy (FA),4,29,7.3,22,1,1,0,0,0,0.0,0,0,2,8.9,4.5,0.0%
126,Alex Armah Jr. (FA),5,21,4.2,9,0,0,1,1,1,1.0,1,0,10,8.7,0.9,0.0%
127,Johnny Stanton IV (FA),3,5,1.7,3,0,0,2,2,7,3.5,1,0,3,8.2,2.7,0.0%
128,Jonathan Ward (NYG),9,33,3.7,7,0,0,3,4,34,11.3,0,0,9,8.2,0.9,0.0%
129,Rodney Smith (FA),0,0,0.0,0,0,0,5,5,48,9.6,0,0,1,7.3,7.3,0.0%
130,Wendell Smallwood (FA),5,25,5.0,13,0,0,4,5,22,5.5,0,0,2,6.7,3.4,0.0%
131,Mike Boone (FA),4,35,8.8,16,0,0,2,2,22,11.0,0,0,3,6.7,2.2,1.0%
132,Ito Smith (FA),1,4,4.0,4,0,1,0,0,0,0.0,0,0,1,6.4,6.4,1.0%
133,Jakob Johnson (HOU),0,0,0.0,0,0,0,4,5,43,10.8,0,0,7,6.3,0.9,0.0%
134,Trayveon Williams (CLE),15,51,3.4,10,0,0,1,2,4,4.0,0,0,4,6.0,1.5,0.0%
135,Kalen Ballage (FA),12,36,3.0,13,0,0,2,7,8,4.0,0,0,9,5.4,0.6,0.0%
136,Jason Huntley (FA),13,51,3.9,18,0,0,0,1,0,0.0,0,0,1,5.1,5.1,0.0%
137,Reggie Gilliam (BUF),3,3,1.0,2,0,0,3,5,23,7.7,0,0,8,4.1,0.5,0.0%
138,Gabe Nabers (FA),3,8,2.7,4,0,0,3,3,17,5.7,0,0,7,4.0,0.6,0.6%
139,Jaylen Samuels (FA),5,9,1.8,3,0,0,3,4,14,4.7,0,0,3,3.8,1.3,0.0%
140,Dwayne Washington (FA),4,16,4.0,5,0,0,2,2,12,6.0,0,0,8,3.8,0.5,0.0%
141,Adam Prentice (FA),3,5,1.7,2,0,0,3,3,16,5.3,0,0,5,3.6,0.7,0.0%
142,Patrick Laird (FA),1,4,4.0,4,0,0,3,3,17,5.7,0,0,3,3.6,1.2,0.0%
143,Kylin Hill (FA),10,24,2.4,8,0,0,1,2,5,5.0,0,0,8,3.4,0.4,0.0%
144,Scottie Phillips (FA),6,13,2.2,4,0,0,2,3,9,4.5,0,0,3,3.2,1.1,0.0%
145,Derek Watt (FA),1,1,1.0,1,0,0,3,3,15,5.0,0,0,11,3.1,0.3,0.0%
146,La'Mical Perine (FA),8,31,3.9,14,0,0,0,0,0,0.0,0,0,2,3.1,1.6,0.0%
147,Darrynton Evans (BUF),2,7,3.5,5,0,0,2,2,11,5.5,0,0,2,2.8,1.4,0.0%
148,Cam Akers (NO),5,3,0.6,2,0,0,3,3,10,3.3,0,0,2,2.8,1.4,2.9%
149,Reggie Bonnafon (FA),1,4,4.0,4,0,0,2,2,12,6.0,0,0,1,2.6,2.6,0.0%
150,Nick Bawden (FA),0,0,0.0,0,0,0,1,1,20,20.0,0,0,1,2.5,2.5,0.0%
151,Trey Ragas (FA),1,9,9.0,9,0,0,2,2,6,3.0,0,0,1,2.5,2.5,0.0%
152,Raheem Mostert (LV),2,20,10.0,11,0,0,0,0,0,0.0,0,0,1,2.0,2.0,10.5%
153,Anthony McFarland Jr. (FA),3,3,1.0,3,0,0,1,1,11,11.0,0,0,3,1.9,0.6,1.1%
154,Gary Brightwell (CIN),1,4,4.0,4,0,0,1,1,6,6.0,0,0,7,1.5,0.2,0.0%
155,John Kelly Jr. (FA),2,13,6.5,11,0,0,0,0,0,0.0,0,0,1,1.3,1.3,0.0%
156,Ryan Nall (FA),1,4,4.0,4,0,0,1,1,4,4.0,0,0,5,1.3,0.3,0.0%
157,Jacques Patrick (FA),2,12,6.0,8,0,0,0,0,0,0.0,0,0,1,1.2,1.2,0.0%
158,Buddy Howell (FA),5,11,2.2,4,0,0,0,0,0,0.0,0,0,5,1.1,0.2,0.0%
159,Mekhi Sargent (FA),5,11,2.2,3,0,0,0,1,0,0.0,0,0,5,1.1,0.2,0.0%
160,Devine Ozigbo (FA),1,-3,-3.0,0,0,0,1,1,7,7.0,0,0,2,0.9,0.5,1.0%
161,Damarea Crockett (FA),3,7,2.3,6,0,0,0,0,0,0.0,0,0,1,0.7,0.7,0.0%
162,Jake Funk (FA),2,5,2.5,6,0,0,0,0,0,0.0,0,0,5,0.5,0.1,0.0%
163,Nathan Cottrell (FA),1,3,3.0,3,0,0,0,0,0,0.0,0,0,3,0.3,0.1,0.0%
164,Sandro Platzgummer (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,3,0.0,0.0,1.0%
165,Sewo Olonilua (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
166,Kirk Merritt (FA),0,0,0.0,0,0,0,1,3,13,13.0,0,0,1,0.0,0.0,0.0%
167,Artavis Pierce (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
168,Pooka Williams Jr. (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
169,Josh Johnson (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
170,B.J. Emmons (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
171,Nick Ralston (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
172,Tory Carter (FA),0,0,0.0,0,0,0,0,1,0,0.0,0,0,5,0.0,0.0,0.0%
173,Gerrid Doaks (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,4,0.0,0.0,0.0%
174,Avery Williams (PHI),0,0,0.0,0,0,0,0,0,0,0.0,0,0,15,0.0,0.0,0.6%
175,Spencer Brown (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
176,Sutton Smith (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
177,Taiwan Jones (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,7,0.0,0.0,1.0%
178,Kenjon Barner (FA),4,0,0.0,1,0,0,0,0,0,0.0,0,0,3,0.0,0.0,0.0%
179,Trey Edmunds (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
180,Jordan Wilkins (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%
181,Jason Cabinda (FA),3,23,7.7,21,1,0,4,7,16,4.0,1,0,10,0.0,0.0,1.1%
182,Elijah McGuire (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,3,0.0,0.0,0.0%
183,Tarik Cohen (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
184,Brian Hill (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
185,Brandin Bryant (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,3,0.0,0.0,0.0%
186,Cethan Carter (FA),0,0,0.0,0,0,0,2,2,16,8.0,0,0,8,0.0,0.0,0.0%
187,Cullen Gillaspia (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,4,0.0,0.0,0.0%
188,Khari Blasingame (FA),3,6,2.0,3,0,0,2,2,4,2.0,0,1,5,0.0,0.0,0.0%
189,Andrew Beck (NYJ),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
190,Darwin Thompson (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%
191,LeVante Bellamy (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
192,Darius Bradwell (FA),0,0,0.0,0,0,0,0,1,0,0.0,0,0,2,0.0,0.0,0.0%
193,J.K. Dobbins (DEN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,73.4%
194,J.P. Holtz (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,5,0.0,0.0,0.0%
195,Nate McCrary (FA),1,-1,-1.0,0,0,0,0,0,0,0.0,0,0,1,-0.1,-0.1,0.0%
196,Trenton Cannon (FA),3,4,1.3,3,0,0,0,0,0,0.0,0,1,10,-1.6,-0.2,0.0%
