"Rank","Player","REC","TGT","REC PCT","YDS","Y/R","TD","TGT PCT","ATT","YDS","TD","PCT","FL","G","FPTS","FPTS/G","ROST %"
"42","Jarvis Landry (FA)","10","16","62.5%","60","6.0","3","47.1%","1","5","0","100.0%","0","15","24.5","1.6","7.1%"
"43","Rashard Higgins (FA)","6","8","75.0%","63","10.5","3","23.5%","0","0","0","0.0%","0","13","24.3","1.9","0.0%"
"44","Emmanuel Sanders (FA)","8","12","66.7%","56","7.0","3","31.6%","0","0","0","0.0%","0","14","23.6","1.7","0.0%"
"45","James Washington (FA)","3","7","42.9%","49","16.3","3","14.3%","0","0","0","0.0%","0","16","22.9","1.4","0.0%"
"46","William Fuller V (FA)","4","8","50.0%","48","12.0","3","24.2%","0","0","0","0%","0","11","22.8","2.1","0.0%"
"47","DeAndre Hopkins (BAL)","11","17","64.7%","67","6.1","3","39.5%","0","0","0","0%","1","16","22.7","1.4","20.0%"
"48","Michael Gallup (WAS)","7","13","53.8%","35","5.0","3","28.9%","0","0","0","0.0%","0","16","21.5","1.3","0.6%"
"49","Travis Fulgham (FA)","3","9","33.3%","31","10.3","3","26.5%","0","0","0","0%","0","13","21.1","1.6","0.0%"
"50","Keke Coutee (FA)","6","8","75.0%","45","7.5","3","24.2%","0","0","0","0%","1","8","20.5","2.6","0.0%"
"51","Allen Lazard (NYJ)","5","5","100.0%","23","4.6","3","12.5%","0","0","0","0.0%","0","10","20.3","2.0","3.9%"
"52","Preston Williams (FA)","3","6","50.0%","15","5.0","3","21.4%","0","0","0","0.0%","0","8","19.5","2.4","0.0%"
"53","DeVante Parker (FA)","3","10","30.0%","8","2.7","3","35.7%","0","0","0","0.0%","0","14","18.8","1.3","0.0%"
"54","Cooper Kupp (SEA)","8","13","61.5%","59","7.4","2","40.6%","0","0","0","0.0%","0","15","17.9","1.2","86.5%"
"55","T.Y. Hilton (FA)","5","9","55.6%","39","7.8","2","26.5%","0","0","0","0.0%","0","15","15.9","1.1","1.6%"
"56","Kenny Golladay (FA)","4","5","80.0%","36","9.0","2","16.7%","0","0","0","0%","0","5","15.6","3.1","4.0%"
"57","Sammy Watkins (FA)","5","9","55.6%","36","7.2","2","23.7%","0","0","0","0.0%","0","10","15.6","1.6","0.0%"
"58","Hunter Renfrow (CAR)","5","8","62.5%","35","7.0","2","29.6%","0","0","0","0%","0","16","15.5","1.0","1.8%"
"59","Dontrelle Inman (FA)","2","2","100.0%","28","14.0","2","8.7%","0","0","0","0.0%","0","10","14.8","1.5","0.0%"
"60","Sterling Shepard (TB)","8","10","80.0%","23","2.9","2","31.3%","0","0","0","0.0%","0","12","14.3","1.2","1.0%"
"61","A.J. Green (FA)","3","8","37.5%","20","6.7","2","19.5%","0","0","0","0.0%","0","16","14.0","0.9","0.7%"
"62","N'Keal Harry (FA)","6","10","60.0%","40","6.7","2","47.6%","0","0","0","0.0%","1","14","14.0","1.0","0.0%"
"63","Dez Bryant (FA)","2","2","100.0%","19","9.5","2","8.0%","0","0","0","0%","0","6","13.9","2.3","2.6%"
"64","Marquez Valdes-Scantling (SEA)","2","6","33.3%","15","7.5","2","15.0%","1","4","0","100.0%","0","16","13.9","0.9","5.3%"
"65","Andy Isabella (FA)","2","3","66.7%","17","8.5","2","7.0%","0","0","0","0%","0","13","13.7","1.1","0.0%"
"66","Laquon Treadwell (IND)","2","2","100.0%","14","7.0","2","3.6%","0","0","0","0.0%","0","5","13.4","2.7","0.0%"
"67","Miles Boykin (CHI)","3","5","60.0%","12","4.0","2","20.0%","0","0","0","0%","0","16","13.2","0.8","0.0%"
"68","Randall Cobb (FA)","3","7","42.9%","9","3.0","2","21.2%","0","0","0","0%","0","10","12.9","1.3","1.1%"
"69","Tyler Johnson (NYJ)","2","4","50.0%","8","4.0","2","10.3%","0","0","0","0.0%","0","14","12.8","0.9","1.1%"
"70","Mecole Hardman Jr. (GB)","2","3","66.7%","11","5.5","2","7.9%","1","-5","0","25.0%","0","16","12.6","0.8","1.0%"
"71","Brandon Powell (FA)","4","5","80.0%","15","3.8","2","8.9%","0","0","0","0.0%","1","15","11.5","0.8","1.4%"
"72","Isaiah McKenzie (FA)","3","4","75.0%","21","7.0","1","8.0%","3","-11","0","75.0%","0","16","11.5","0.7","0.0%"
"73","Kendrick Bourne (NE)","7","9","77.8%","53","7.6","1","22.5%","0","0","0","0.0%","0","15","11.3","0.8","2.7%"
"74","Scotty Miller (PIT)","4","4","100.0%","45","11.3","1","10.3%","1","6","0","100.0%","0","16","11.1","0.7","0.1%"
"75","Julio Jones (FA)","5","10","50.0%","49","9.8","1","17.9%","0","0","0","0.0%","0","9","10.9","1.2","0.6%"
"76","John Brown (FA)","5","7","71.4%","45","9.0","1","14.0%","0","0","0","0.0%","0","9","10.5","1.2","0.0%"
"77","Adam Humphries (FA)","4","6","66.7%","42","10.5","1","22.2%","0","0","0","0.0%","0","7","10.2","1.5","0.0%"
"78","Josh Reynolds (NYJ)","4","6","66.7%","33","8.3","1","18.8%","1","5","0","20.0%","0","16","9.8","0.6","1.1%"
"79","Robbie Chosen (SF)","6","13","46.2%","37","6.2","1","38.2%","0","0","0","0.0%","0","16","9.7","0.6","0.0%"
"80","DaeSean Hamilton (FA)","3","5","60.0%","32","10.7","1","19.2%","0","0","0","0%","0","16","9.2","0.6","0.0%"
"81","Laviska Shenault Jr. (BUF)","4","8","50.0%","28","7.0","1","19.0%","2","4","0","100.0%","0","14","9.2","0.7","0.1%"
"82","Jalen Guyton (FA)","3","5","60.0%","30","10.0","1","13.9%","0","0","0","0.0%","0","16","9.0","0.6","0.0%"
"83","Brandin Cooks (NO)","4","7","57.1%","27","6.8","1","21.2%","0","0","0","0%","0","15","8.7","0.6","11.2%"
"84","Jerry Jeudy (CLE)","2","8","25.0%","26","13.0","1","30.8%","0","0","0","0%","0","16","8.6","0.5","89.0%"
"85","Larry Fitzgerald (FA)","4","7","57.1%","26","6.5","1","16.3%","0","0","0","0%","0","13","8.6","0.7","0.8%"
"86","Golden Tate (FA)","4","5","80.0%","24","6.0","1","15.6%","0","0","0","0.0%","0","12","8.4","0.7","1.0%"
"87","Deebo Samuel Sr. (WAS)","2","2","100.0%","20","10.0","1","5.0%","2","4","0","66.7%","0","7","8.4","1.2","86.5%"
"88","Freddie Swain (FA)","3","4","75.0%","24","8.0","1","9.5%","0","0","0","0.0%","0","16","8.4","0.5","0.0%"
"89","Braxton Berrios (HOU)","5","5","100.0%","24","4.8","1","16.7%","0","0","0","0%","0","16","8.4","0.5","0.6%"
"90","Darius Slayton (NYG)","4","10","40.0%","26","6.5","1","31.3%","1","-3","0","100.0%","0","16","8.3","0.5","9.9%"
"91","Mohamed Sanu Sr. (FA)","2","2","100.0%","23","11.5","1","5.0%","0","0","0","0.0%","0","10","8.3","0.8","0.0%"
"92","Antonio Brown (FA)","3","4","75.0%","22","7.3","1","10.3%","0","0","0","0.0%","0","8","8.2","1.0","1.0%"
"93","Chad Beebe (FA)","3","4","75.0%","21","7.0","1","11.8%","0","0","0","0.0%","0","14","8.1","0.6","0.0%"
"94","Zay Jones (ARI)","2","3","66.7%","21","10.5","1","11.1%","0","0","0","0%","0","16","8.1","0.5","2.5%"
"95","Steven Sims Jr. (SEA)","2","2","100.0%","20","10.0","1","8.7%","0","0","0","0.0%","0","12","8.0","0.7","0.0%"
"96","Mike Williams (FA)","2","11","18.2%","20","10.0","1","30.6%","0","0","0","0.0%","0","15","8.0","0.5","13.7%"
"97","Lil'Jordan Humphrey (NYG)","1","1","100.0%","17","17.0","1","2.6%","0","0","0","0.0%","0","3","7.7","2.6","0.7%"
"98","Cameron Batson (FA)","1","1","100.0%","8","8.0","1","3.7%","2","9","0","66.7%","0","12","7.7","0.6","0.0%"
"99","Deonte Harty (FA)","3","3","100.0%","14","4.7","1","7.9%","2","2","0","66.7%","0","9","7.6","0.8","0.0%"
"100","Alshon Jeffery (FA)","1","2","50.0%","15","15.0","1","5.9%","0","0","0","0%","0","7","7.5","1.1","0.0%"
"101","Breshad Perriman (FA)","1","5","20.0%","15","15.0","1","16.7%","0","0","0","0%","0","12","7.5","0.6","0.0%"
"102","Jalen Reagor (LAC)","4","7","57.1%","14","3.5","1","20.6%","0","0","0","0%","0","11","7.4","0.7","0.0%"
"103","Demarcus Robinson (SF)","3","6","50.0%","14","4.7","1","15.8%","0","0","0","0.0%","0","15","7.4","0.5","9.7%"
"104","Odell Beckham Jr. (FA)","3","6","50.0%","14","4.7","1","17.6%","0","0","0","0.0%","0","7","7.4","1.1","1.1%"
"105","Tyron Billy-Johnson (FA)","1","1","100.0%","12","12.0","1","2.8%","0","0","0","0.0%","0","12","7.2","0.6","0.0%"
"106","Chris Conley (FA)","2","6","33.3%","12","6.0","1","14.3%","0","0","0","0.0%","0","15","7.2","0.5","0.0%"
"107","Mack Hollins (NE)","1","2","50.0%","11","11.0","1","7.1%","0","0","0","0.0%","0","16","7.1","0.4","2.8%"
"108","Jakeem Grant Sr. (FA)","3","4","75.0%","7","2.3","1","14.3%","0","0","0","0.0%","0","14","6.7","0.5","0.0%"
"109","Van Jefferson (TEN)","1","2","50.0%","7","7.0","1","6.3%","0","0","0","0.0%","0","16","6.7","0.4","1.8%"
"110","Joe Reed (FA)","0","0","0%","0","0","0","0.0%","1","7","1","100.0%","0","11","6.7","0.6","0.0%"
"111","DJ Moore (CHI)","2","8","25.0%","7","3.5","1","23.5%","0","0","0","0.0%","0","15","6.7","0.4","94.3%"
"112","Collin Johnson (LV)","1","5","20.0%","4","4.0","1","11.9%","0","0","0","0.0%","0","14","6.4","0.5","0.0%"
"113","Mike Thomas (FA)","1","1","100.0%","4","4.0","1","2.4%","0","0","0","0.0%","0","14","6.4","0.5","0.0%"
"114","KJ Hamler (BUF)","2","4","50.0%","2","1.0","1","15.4%","0","0","0","0%","0","13","6.2","0.5","0.0%"
"115","Cedrick Wilson Jr. (NO)","4","6","66.7%","18","4.5","0","13.3%","0","0","0","0.0%","0","16","6.2","0.4","1.1%"
"116","Javon Wims (FA)","1","1","100.0%","1","1.0","1","2.6%","0","0","0","0.0%","0","13","6.1","0.5","0.0%"
"117","Malik Taylor (DET)","1","1","100.0%","1","1.0","1","2.5%","0","0","0","0.0%","0","15","6.1","0.4","0.0%"
"118","Danny Amendola (FA)","4","6","66.7%","46","11.5","0","20.0%","0","0","0","0%","0","14","4.6","0.3","0.0%"
"119","Michael Pittman Jr. (IND)","5","9","55.6%","41","8.2","0","26.5%","0","0","0","0.0%","0","13","4.1","0.3","70.2%"
"120","Michael Thomas (FA)","7","11","63.6%","38","5.4","0","28.9%","0","0","0","0.0%","0","7","3.8","0.5","1.2%"
"121","Terry McLaurin (WAS)","5","12","41.7%","23","4.6","0","52.2%","1","3","0","100.0%","0","15","2.6","0.2","96.9%"
"122","Isaiah Ford (FA)","4","5","80.0%","26","6.5","0","17.9%","0","0","0","0.0%","0","10","2.6","0.3","0.0%"
"123","Isaiah Wright (FA)","3","4","75.0%","22","7.3","0","17.4%","0","0","0","0.0%","0","14","2.2","0.2","0.0%"
"124","Jakobi Meyers (LV)","3","5","60.0%","19","6.3","0","23.8%","0","0","0","0.0%","0","14","1.9","0.1","84.5%"
"125","Richie James Jr. (FA)","3","3","100.0%","18","6.0","0","7.5%","0","0","0","0.0%","0","11","1.8","0.2","0.0%"
"126","Denzel Mims (FA)","1","4","25.0%","17","17.0","0","13.3%","0","0","0","0%","0","9","1.7","0.2","0.0%"
"127","Marquez Callaway (FA)","2","3","66.7%","16","8.0","0","7.9%","0","0","0","0.0%","0","11","1.6","0.1","0.0%"
"128","Noah Brown (WAS)","2","2","100.0%","15","7.5","0","4.4%","0","0","0","0.0%","0","16","1.5","0.1","3.4%"
"129","Steven Mitchell Jr. (FA)","2","2","100.0%","14","7.0","0","6.1%","0","0","0","0%","0","6","1.4","0.2","0.0%"
"130","River Cracraft (FA)","2","3","66.7%","11","5.5","0","7.5%","0","0","0","0.0%","0","9","1.1","0.1","0.0%"
"131","Jamal Agnew (ATL)","2","3","66.7%","10","5.0","0","10.0%","0","0","0","0%","0","14","1.0","0.1","0.0%"
"132","Damiere Byrd (FA)","1","2","50.0%","8","8.0","0","9.5%","0","0","0","0.0%","0","16","0.8","0.1","0.0%"
"133","DeAndre Carter (CLE)","1","1","100.0%","8","8.0","0","2.6%","0","0","0","0.0%","0","13","0.8","0.1","0.1%"
"134","Austin Mack (FA)","1","3","33.3%","8","8.0","0","9.4%","0","0","0","0.0%","0","11","0.8","0.1","0.0%"
"135","Devin Duvernay (CHI)","2","2","100.0%","7","3.5","0","8.0%","0","0","0","0%","0","16","0.7","0.0","0.1%"
"136","KeeSean Johnson (FA)","1","2","50.0%","7","7.0","0","4.7%","0","0","0","0%","0","8","0.7","0.1","0.0%"
"137","Lynn Bowden Jr. (FA)","0","1","0.0%","0","0","0","3.6%","2","7","0","66.7%","0","10","0.7","0.1","0.0%"
"138","Anthony Miller (BAL)","2","10","20.0%","6","3.0","0","25.6%","0","0","0","0.0%","0","16","0.6","0.0","0.0%"
"139","Cam Sims (FA)","1","2","50.0%","6","6.0","0","8.7%","0","0","0","0.0%","0","16","0.6","0.0","0.0%"
"140","Tavon Austin (FA)","1","1","100.0%","6","6.0","0","2.5%","0","0","0","0.0%","0","4","0.6","0.2","0.6%"
"141","Julian Edelman (FA)","1","4","25.0%","6","6.0","0","19.0%","0","0","0","0.0%","0","6","0.6","0.1","8.4%"
"142","Malcolm Perry (FA)","0","0","0%","0","0","0","0.0%","1","6","0","33.3%","0","9","0.6","0.1","0.0%"
"143","Brandon Zylstra (FA)","1","1","100.0%","4","4.0","0","2.9%","1","1","0","7.7%","0","16","0.5","0.0","0.0%"
"144","Riley Ridley (FA)","1","1","100.0%","5","5.0","0","2.6%","0","0","0","0.0%","0","5","0.5","0.1","0.0%"
"145","Quez Watkins (ARI)","1","1","100.0%","5","5.0","0","2.9%","0","0","0","0%","0","6","0.5","0.1","0.0%"
"146","Donte Moncrief (FA)","0","0","0%","0","0","0","0.0%","1","4","0","50.0%","0","6","0.4","0.1","0.0%"
"147","Byron Pringle (FA)","1","1","100.0%","4","4.0","0","2.6%","0","0","0","0.0%","0","12","0.4","0.0","0.0%"
"148","Dede Westbrook (FA)","1","1","100.0%","4","4.0","0","2.4%","0","0","0","0.0%","0","2","0.4","0.2","0.0%"
"149","Marcus Johnson (FA)","1","1","100.0%","4","4.0","0","2.9%","0","0","0","0.0%","0","11","0.4","0.0","0.0%"
"150","KhaDarel Hodge (ATL)","1","1","100.0%","4","4.0","0","2.9%","0","0","0","0.0%","0","9","0.4","0.0","0.8%"
"151","Trent Taylor (SF)","1","7","14.3%","2","2.0","0","17.5%","0","0","0","0.0%","0","12","0.2","0.0","0.0%"
"152","Andre Roberts (FA)","1","1","100.0%","2","2.0","0","2.0%","0","0","0","0.0%","0","15","0.2","0.0","0.0%"
"153","Darrius Shepherd (FA)","1","1","100.0%","2","2.0","0","2.5%","0","0","0","0.0%","0","8","0.2","0.0","0.0%"
"154","DeMichael Harris (FA)","1","1","100.0%","1","1.0","0","2.9%","1","0","0","100.0%","0","7","0.1","0.0","0.0%"
"155","Gunner Olszewski (NYG)","0","0","0%","0","0","0","0.0%","1","1","0","50.0%","0","13","0.1","0.0","0.0%"
"156","Jaydon Mickens (FA)","0","1","0.0%","0","0","0","2.6%","0","0","0","0.0%","0","10","0.0","0.0","0.0%"
"157","Deontay Burnett (FA)","0","1","0.0%","0","0","0","2.9%","0","0","0","0%","0","2","0.0","0.0","0.0%"
"158","Hakeem Butler (FA)","0","1","0.0%","0","0","0","2.9%","0","0","0","0%","0","2","0.0","0.0","0.0%"
"159","Nick Westbrook-Ikhine (MIA)","0","1","0.0%","0","0","0","3.7%","0","0","0","0.0%","0","14","0.0","0.0","3.4%"
"160","J.J. Arcega-Whiteside (FA)","0","1","0.0%","0","0","0","2.9%","0","0","0","0%","0","8","0.0","0.0","0.0%"
"161","Damion Ratley (FA)","0","4","0.0%","0","0","0","12.5%","0","0","0","0.0%","0","5","0.0","0.0","0.0%"
"162","Lawrence Cager (WAS)","0","1","0.0%","0","0","0","3.3%","0","0","0","0%","0","2","0.0","0.0","0.0%"
"163","Robert Foster (FA)","0","1","0.0%","0","0","0","4.3%","0","0","0","0.0%","0","4","0.0","0.0","0.0%"
"164","Auden Tate (FA)","0","4","0.0%","0","0","0","9.8%","0","0","0","0.0%","0","9","0.0","0.0","0.0%"
"165","DeSean Jackson (FA)","0","2","0.0%","0","0","0","5.9%","0","0","0","0%","0","5","0.0","0.0","0.6%"
"166","Chris Hogan (FA)","0","4","0.0%","0","0","0","13.3%","0","0","0","0%","0","5","0.0","0.0","0.0%"
"167","Kenny Stills (FA)","0","1","0.0%","0","0","0","3.0%","0","0","0","0%","0","10","0.0","0.0","0.0%"
"168","Quintez Cephus (HOU)","0","3","0.0%","0","0","0","10.0%","0","0","0","0%","0","13","0.0","0.0","0.0%"
"169","Henry Ruggs III (FA)","0","2","0.0%","0","0","0","7.4%","0","0","0","0%","0","13","0.0","0.0","8.4%"
"170","Bryan Edwards (FA)","0","1","0.0%","0","0","0","3.7%","0","0","0","0%","0","12","0.0","0.0","0.0%"
"171","KJ Hill Jr. (FA)","0","2","0.0%","0","0","0","5.6%","0","0","0","0.0%","0","15","0.0","0.0","0.0%"
"172","Donovan Peoples-Jones (NO)","0","1","0.0%","0","0","0","2.9%","0","0","0","0.0%","0","12","0.0","0.0","0.0%"
"173","Bisi Johnson (FA)","0","0","0%","0","0","0","0.0%","0","0","0","0.0%","0","16","0.0","0.0","0.0%"
"174","Austin Carr (FA)","0","1","0.0%","0","0","0","2.6%","0","0","0","0.0%","0","6","0.0","0.0","0.0%"
"175","Trenton Irwin (JAC)","0","1","0.0%","0","0","0","2.4%","0","0","0","0.0%","0","1","0.0","0.0","0.0%"
"176","Jeff Smith (FA)","0","2","0.0%","0","0","0","6.7%","0","0","0","0%","0","12","0.0","0.0","0.0%"
"177","Olamide Zaccheaus (CHI)","0","2","0.0%","0","0","0","3.6%","0","0","0","0.0%","0","11","0.0","0.0","1.6%"
"178","Marvin Hall (FA)","0","2","0.0%","0","0","0","5.9%","0","0","0","0.0%","0","12","0.0","0.0","0.0%"
"179","Ray-Ray McCloud III (ATL)","0","0","0%","0","0","0","0.0%","1","-1","0","16.7%","0","16","-0.1","0.0","3.6%"
"180","Christian Blake (FA)","1","1","100.0%","-1","-1.0","0","1.8%","0","0","0","0.0%","0","16","-0.1","0.0","0.0%"
"181","John Hightower (FA)","1","3","33.3%","-2","-2.0","0","8.8%","0","0","0","0%","0","13","-0.2","0.0","1.0%"
"182","Kalif Raymond (DET)","0","0","0%","0","0","0","0.0%","1","-3","0","33.3%","0","15","-0.3","0.0","1.1%"
"183","Alex Erickson (FA)","0","1","0.0%","0","0","0","2.4%","1","0","0","50.0%","1","16","-2.0","-0.1","0.0%"
""
""
