"Rank","Player","REC","TGT","REC PCT","YDS","Y/R","TD","TGT PCT","ATT","YDS","TD","PCT","FL","G","FPTS","FPTS/G","ROST %"
"15","Cole Beasley (FA)","8","9","88.9%","62","7.8","5","34.6%","0","0","0","0.0%","0","15","36.2","2.4","0.0%"
"16","Zach Pascal (NYG)","5","12","41.7%","58","11.6","5","33.3%","0","0","0","0%","0","16","35.8","2.2","0.0%"
"17","T.Y. Hilton (FA)","7","8","87.5%","43","6.1","5","22.2%","0","0","0","0%","0","10","34.3","3.4","1.6%"
"18","DeAndre Hopkins (BAL)","7","13","53.8%","40","5.7","4","48.1%","2","18","0","66.7%","0","15","34.0","2.3","20.0%"
"19","Alshon Jeffery (FA)","5","10","50.0%","37","7.4","4","31.3%","1","2","1","100.0%","0","10","33.9","3.4","0.0%"
"20","Kendrick Bourne (NE)","5","6","83.3%","31","6.2","5","22.2%","0","0","0","0.0%","0","16","33.1","2.1","2.7%"
"21","Marquise Brown (KC)","9","13","69.2%","76","8.4","4","48.1%","0","0","0","0.0%","0","14","31.6","2.3","49.2%"
"22","DJ Chark Jr. (ATL)","6","14","42.9%","67","11.2","4","37.8%","0","0","0","0%","0","15","30.7","2.0","1.6%"
"23","Calvin Ridley (TEN)","5","8","62.5%","66","13.2","4","17.0%","0","0","0","0%","0","13","30.6","2.4","87.7%"
"24","A.J. Brown (PHI)","5","8","62.5%","51","10.2","4","36.4%","0","0","0","0%","0","16","29.1","1.8","99.0%"
"25","Davante Adams (LAR)","15","20","75.0%","105","7.0","3","51.3%","0","0","0","0%","0","12","28.5","2.4","96.5%"
"26","Adam Thielen (CAR)","5","6","83.3%","43","8.6","3","33.3%","1","1","1","100.0%","0","10","28.4","2.8","39.0%"
"27","Tyrell Williams (FA)","4","8","50.0%","42","10.5","4","30.8%","0","0","0","0%","0","14","28.2","2.0","0.0%"
"28","Keenan Allen (LAC)","13","19","68.4%","101","7.8","3","54.3%","0","0","0","0%","0","16","28.1","1.8","21.1%"
"29","Courtland Sutton (DEN)","11","20","55.0%","88","8.0","3","44.4%","1","1","0","50.0%","0","16","26.9","1.7","92.1%"
"30","Emmanuel Sanders (FA)","8","14","57.1%","26","3.3","4","31.1%","0","0","0","0.0%","0","17","26.6","1.6","0.0%"
"31","Deebo Samuel Sr. (WAS)","8","16","50.0%","38","4.8","1","59.3%","3","41","2","60.0%","0","15","25.9","1.7","86.5%"
"32","Jamison Crowder (FA)","7","14","50.0%","68","9.7","3","46.7%","0","0","0","0.0%","0","16","24.8","1.6","1.0%"
"33","Terry McLaurin (WAS)","8","13","61.5%","61","7.6","3","38.2%","0","0","0","0.0%","0","14","24.1","1.7","96.9%"
"34","Tyler Boyd (FA)","6","10","60.0%","59","9.8","3","24.4%","0","0","0","0%","0","16","23.9","1.5","2.4%"
"35","Preston Williams (FA)","6","10","60.0%","54","9.0","3","25.0%","0","0","0","0.0%","0","8","23.4","2.9","0.0%"
"36","Tre'Quan Smith (FA)","3","3","100.0%","45","15.0","3","8.3%","0","0","0","0.0%","0","11","22.5","2.0","0.0%"
"37","DK Metcalf (PIT)","4","14","28.6%","44","11.0","3","28.6%","0","0","0","0%","0","16","22.4","1.4","95.9%"
"38","Tyreek Hill (MIA)","4","7","57.1%","24","6.0","3","25.9%","2","10","0","100.0%","0","12","21.4","1.8","97.6%"
"39","Tajae Sharpe (FA)","4","4","100.0%","30","7.5","3","18.2%","0","0","0","0%","0","15","21.0","1.4","0.0%"
"40","Willie Snead IV (FA)","5","7","71.4%","26","5.2","3","25.9%","1","2","0","100.0%","0","16","20.8","1.3","0.0%"
"41","Miles Boykin (CHI)","4","4","100.0%","27","6.8","3","14.8%","0","0","0","0.0%","0","16","20.7","1.3","0.0%"
"42","Larry Fitzgerald (FA)","7","14","50.0%","27","3.9","3","37.8%","0","0","0","0.0%","0","16","20.7","1.3","0.8%"
"43","Nelson Agholor (FA)","3","7","42.9%","26","8.7","3","21.9%","0","0","0","0.0%","0","11","20.6","1.9","1.0%"
"44","Steven Sims Jr. (SEA)","4","6","66.7%","19","4.8","3","17.6%","1","4","0","100.0%","0","16","20.3","1.3","0.0%"
"45","Bisi Johnson (FA)","4","7","57.1%","17","4.3","3","38.9%","0","0","0","0.0%","0","16","19.7","1.2","0.0%"
"46","Robert Woods (PIT)","5","8","62.5%","28","5.6","1","22.9%","4","38","1","100.0%","0","15","18.6","1.2","1.3%"
"47","DJ Moore (CHI)","7","13","53.8%","49","7.0","2","44.8%","2","9","0","33.3%","0","15","17.8","1.2","94.3%"
"48","John Brown (FA)","5","10","50.0%","54","10.8","2","38.5%","1","3","0","50.0%","0","15","17.7","1.2","0.0%"
"49","Mohamed Sanu Sr. (FA)","7","10","70.0%","50","7.1","2","21.3%","0","0","0","0%","0","15","17.0","1.1","0.0%"
"50","Allen Hurns (FA)","4","6","66.7%","49","12.3","2","15.0%","0","0","0","0.0%","0","14","16.9","1.2","0.0%"
"51","Sterling Shepard (TB)","6","11","54.5%","46","7.7","2","29.7%","1","-2","0","100.0%","0","10","16.4","1.6","1.0%"
"52","Geronimo Allison (FA)","4","8","50.0%","41","10.3","2","20.5%","0","0","0","0%","0","16","16.1","1.0","0.0%"
"53","Justin Watson (HOU)","3","4","75.0%","35","11.7","2","10.0%","0","0","0","0%","0","16","15.5","1.0","1.0%"
"54","N'Keal Harry (FA)","3","4","75.0%","29","9.7","2","8.0%","0","0","0","0.0%","0","7","14.9","2.1","0.0%"
"55","Jaron Brown (FA)","3","6","50.0%","29","9.7","2","12.2%","0","0","0","0%","0","14","14.9","1.1","0.0%"
"56","Anthony Miller (BAL)","4","9","44.4%","28","7.0","2","27.3%","0","0","0","0.0%","0","16","14.8","0.9","0.0%"
"57","Kenny Stills (FA)","2","4","50.0%","28","14.0","2","14.8%","0","0","0","0.0%","0","13","14.8","1.1","0.0%"
"58","Breshad Perriman (FA)","2","2","100.0%","27","13.5","2","5.0%","0","0","0","0%","0","14","14.7","1.1","0.0%"
"59","Taylor Gabriel (FA)","2","3","66.7%","4","2.0","2","9.1%","2","21","0","100.0%","0","9","14.5","1.6","0.1%"
"60","Keelan Cole Sr. (FA)","4","5","80.0%","23","5.8","2","13.5%","0","0","0","0%","0","16","14.3","0.9","0.0%"
"61","Cody Latimer (FA)","3","4","75.0%","20","6.7","2","10.8%","0","0","0","0.0%","0","15","14.0","0.9","0.0%"
"62","Dede Westbrook (FA)","4","9","44.4%","15","3.8","2","24.3%","0","0","0","0%","0","15","13.5","0.9","0.0%"
"63","Paul Richardson Jr. (FA)","3","6","50.0%","15","5.0","2","17.6%","0","0","0","0.0%","0","10","13.5","1.4","0.0%"
"64","Brandin Cooks (NO)","3","5","60.0%","14","4.7","2","14.3%","0","0","0","0.0%","0","14","13.4","1.0","11.2%"
"65","Chris Conley (FA)","2","7","28.6%","10","5.0","2","18.9%","0","0","0","0%","0","16","13.0","0.8","0.0%"
"66","Christian Kirk (HOU)","10","11","90.9%","64","6.4","1","29.7%","1","6","0","50.0%","0","13","13.0","1.0","38.7%"
"67","Chester Rogers (FA)","2","4","50.0%","8","4.0","2","11.1%","0","0","0","0%","0","12","12.8","1.1","0.0%"
"68","Darius Slayton (NYG)","3","6","50.0%","8","2.7","2","16.2%","0","0","0","0.0%","0","14","12.8","0.9","9.9%"
"69","Robbie Chosen (SF)","2","5","40.0%","7","3.5","2","16.7%","0","0","0","0.0%","0","16","12.7","0.8","0.0%"
"70","Hunter Renfrow (CAR)","7","8","87.5%","66","9.4","1","30.8%","0","0","0","0%","0","13","12.6","1.0","1.8%"
"71","Golden Tate (FA)","6","8","75.0%","49","8.2","1","21.6%","0","0","0","0.0%","0","11","10.9","1.0","1.0%"
"72","Randall Cobb (FA)","4","8","50.0%","48","12.0","1","28.6%","0","0","0","0.0%","0","15","10.8","0.7","1.1%"
"73","Greg Ward (FA)","5","6","83.3%","41","8.2","1","18.8%","0","0","0","0.0%","0","7","10.1","1.4","0.0%"
"74","Albert Wilson (FA)","6","6","100.0%","28","4.7","1","15.0%","2","12","0","50.0%","0","13","10.0","0.8","0.0%"
"75","Russell Gage Jr. (SF)","6","10","60.0%","40","6.7","1","21.3%","0","0","0","0%","0","16","10.0","0.6","0.0%"
"76","Phillip Dorsett II (LV)","5","10","50.0%","32","6.4","1","20.0%","1","5","0","100.0%","0","14","9.7","0.7","0.0%"
"77","Odell Beckham Jr. (FA)","4","12","33.3%","25","6.3","1","26.7%","1","11","0","100.0%","0","16","9.6","0.6","1.1%"
"78","Auden Tate (FA)","5","14","35.7%","35","7.0","1","34.1%","0","0","0","0%","0","13","9.5","0.7","0.0%"
"79","Michael Gallup (WAS)","3","7","42.9%","32","10.7","1","25.0%","0","0","0","0.0%","0","14","9.2","0.7","0.6%"
"80","Antonio Brown (FA)","2","5","40.0%","28","14.0","1","10.0%","0","0","0","0.0%","0","1","8.8","8.8","1.0%"
"81","William Fuller V (FA)","4","7","57.1%","28","7.0","1","25.9%","0","0","0","0.0%","0","11","8.8","0.8","0.0%"
"82","Josh Gordon (FA)","2","5","40.0%","27","13.5","1","10.0%","0","0","0","0.0%","0","11","8.7","0.8","0.1%"
"83","Parris Campbell (FA)","5","5","100.0%","26","5.2","1","13.9%","0","0","0","0%","0","7","8.6","1.2","0.1%"
"84","DaeSean Hamilton (FA)","3","6","50.0%","25","8.3","1","13.3%","0","0","0","0.0%","0","16","8.5","0.5","0.0%"
"85","Vyncint Smith (FA)","1","3","33.3%","5","5.0","0","10.0%","1","19","1","50.0%","0","14","8.4","0.6","0.0%"
"86","Demaryius Thomas (FA)","3","6","50.0%","23","7.7","1","20.0%","0","0","0","0.0%","0","11","8.3","0.8","0.1%"
"87","Tavon Austin (FA)","0","1","0.0%","0","0","0","3.6%","2","22","1","100.0%","0","14","8.2","0.6","0.6%"
"88","J.J. Arcega-Whiteside (FA)","2","4","50.0%","22","11.0","1","12.5%","0","0","0","0.0%","0","16","8.2","0.5","0.0%"
"89","Adam Humphries (FA)","2","4","50.0%","21","10.5","1","18.2%","0","0","0","0%","0","12","8.1","0.7","0.0%"
"90","David Moore (CAR)","2","8","25.0%","21","10.5","1","16.3%","0","0","0","0%","0","15","8.1","0.5","0.8%"
"91","Ted Ginn Jr. (FA)","4","6","66.7%","15","3.8","1","16.7%","1","5","0","100.0%","0","16","8.0","0.5","0.0%"
"92","Mike Williams (FA)","3","14","21.4%","18","6.0","1","40.0%","0","0","0","0%","0","15","7.8","0.5","13.7%"
"93","Demarcus Robinson (SF)","2","6","33.3%","18","9.0","1","22.2%","0","0","0","0.0%","0","16","7.8","0.5","9.7%"
"94","Dante Pettis (NO)","2","3","66.7%","17","8.5","1","11.1%","0","0","0","0.0%","0","11","7.7","0.7","0.6%"
"95","James Washington (FA)","2","2","100.0%","16","8.0","1","10.5%","0","0","0","0%","0","15","7.6","0.5","0.0%"
"96","Isaiah McKenzie (FA)","3","6","50.0%","16","5.3","1","23.1%","0","0","0","0.0%","0","15","7.6","0.5","0.0%"
"97","Jakeem Grant Sr. (FA)","1","1","100.0%","11","11.0","0","2.5%","2","5","1","50.0%","0","10","7.6","0.8","0.0%"
"98","Keke Coutee (FA)","2","3","66.7%","12","6.0","0","11.1%","1","4","1","33.3%","0","10","7.6","0.8","0.0%"
"99","Ventell Bryant (FA)","1","1","100.0%","15","15.0","1","3.6%","0","0","0","0.0%","0","12","7.5","0.6","0.0%"
"100","Seth Roberts (FA)","1","2","50.0%","15","15.0","1","7.4%","0","0","0","0.0%","0","16","7.5","0.5","0.0%"
"101","Sammy Watkins (FA)","3","6","50.0%","12","4.0","1","22.2%","0","0","0","0.0%","0","14","7.2","0.5","0.0%"
"102","Stefon Diggs (NE)","1","5","20.0%","11","11.0","1","27.8%","0","0","0","0.0%","0","15","7.1","0.5","84.6%"
"103","Trey Quinn (FA)","2","5","40.0%","11","5.5","1","14.7%","0","0","0","0.0%","0","12","7.1","0.6","0.0%"
"104","KeeSean Johnson (FA)","1","6","16.7%","9","9.0","1","16.2%","0","0","0","0.0%","0","10","6.9","0.7","0.0%"
"105","Corey Davis (FA)","1","2","50.0%","8","8.0","1","9.1%","0","0","0","0%","0","15","6.8","0.5","0.0%"
"106","Duke Williams (FA)","1","1","100.0%","7","7.0","1","3.8%","0","0","0","0.0%","0","4","6.7","1.7","0.0%"
"107","Rashard Higgins (FA)","1","3","33.3%","7","7.0","1","6.7%","0","0","0","0.0%","0","10","6.7","0.7","0.0%"
"108","Diontae Johnson (CLE)","4","7","57.1%","26","6.5","1","36.8%","0","0","0","0%","1","16","6.6","0.4","17.5%"
"109","Javon Wims (FA)","1","4","25.0%","6","6.0","1","12.1%","0","0","0","0.0%","0","16","6.6","0.4","0.0%"
"110","Pharoh Cooper (FA)","1","3","33.3%","5","5.0","1","7.3%","0","0","0","0%","0","13","6.5","0.5","0.0%"
"111","T.J. Jones (FA)","1","1","100.0%","4","4.0","1","2.7%","0","0","0","0.0%","0","3","6.4","2.1","0.0%"
"112","Marcus Johnson (FA)","2","4","50.0%","3","1.5","1","11.1%","0","0","0","0%","0","9","6.3","0.7","0.0%"
"113","Danny Amendola (FA)","6","9","66.7%","22","3.7","0","22.5%","0","0","0","0%","0","15","2.2","0.1","0.0%"
"114","JuJu Smith-Schuster (KC)","4","6","66.7%","21","5.3","0","31.6%","0","0","0","0%","0","12","2.1","0.2","1.8%"
"115","Mecole Hardman Jr. (GB)","3","6","50.0%","19","6.3","0","22.2%","0","0","0","0.0%","0","16","1.9","0.1","1.0%"
"116","Byron Pringle (FA)","2","2","100.0%","17","8.5","0","7.4%","0","0","0","0.0%","0","16","1.7","0.1","0.0%"
"117","Antonio Callaway (FA)","2","5","40.0%","17","8.5","0","11.1%","0","0","0","0.0%","0","5","1.7","0.3","0.0%"
"118","Kalif Raymond (DET)","3","3","100.0%","16","5.3","0","13.6%","0","0","0","0%","0","8","1.6","0.2","1.1%"
"119","John Ross (FA)","2","2","100.0%","15","7.5","0","4.9%","0","0","0","0%","0","8","1.5","0.2","0.0%"
"120","Tim Patrick (DET)","2","5","40.0%","14","7.0","0","11.1%","0","0","0","0.0%","0","8","1.4","0.2","3.0%"
"121","Damiere Byrd (FA)","2","2","100.0%","14","7.0","0","5.4%","0","0","0","0.0%","0","11","1.4","0.1","0.0%"
"122","Alex Erickson (FA)","2","9","22.2%","12","6.0","0","22.0%","0","0","0","0%","0","16","1.2","0.1","0.0%"
"123","Allen Lazard (NYJ)","2","3","66.7%","11","5.5","0","7.7%","0","0","0","0%","0","16","1.1","0.1","3.9%"
"124","Darius Jennings (FA)","1","1","100.0%","11","11.0","0","4.5%","0","0","0","0%","0","8","1.1","0.1","0.0%"
"125","Kelvin Harmon (FA)","1","4","25.0%","6","6.0","0","11.8%","0","0","0","0.0%","0","16","1.0","0.1","0.0%"
"126","Bennie Fowler III (FA)","2","4","50.0%","9","4.5","0","10.8%","0","0","0","0.0%","0","8","0.9","0.1","0.0%"
"127","Jake Kumerow (FA)","1","2","50.0%","9","9.0","0","5.1%","0","0","0","0%","0","14","0.9","0.1","0.0%"
"128","Scotty Miller (PIT)","1","2","50.0%","8","8.0","0","5.0%","0","0","0","0%","0","10","0.8","0.1","0.1%"
"129","Zay Jones (ARI)","3","6","50.0%","8","2.7","0","23.1%","0","0","0","0%","0","15","0.8","0.1","2.5%"
"130","Andre Roberts (FA)","0","0","0%","0","0","0","0.0%","1","7","0","50.0%","0","13","0.7","0.1","0.0%"
"131","Mack Hollins (NE)","1","5","20.0%","6","6.0","0","15.6%","0","0","0","0.0%","0","16","0.6","0.0","2.8%"
"132","Andy Isabella (FA)","0","1","0.0%","0","0","0","2.7%","1","6","0","50.0%","0","15","0.6","0.0","0.0%"
"133","Russell Shepard (FA)","1","3","33.3%","6","6.0","0","8.1%","0","0","0","0.0%","0","3","0.6","0.2","0.0%"
"134","Isaiah Ford (FA)","1","3","33.3%","6","6.0","0","7.5%","0","0","0","0.0%","0","9","0.6","0.1","0.0%"
"135","Jarius Wright (FA)","1","3","33.3%","6","6.0","0","10.3%","0","0","0","0.0%","0","16","0.6","0.0","0.0%"
"136","Jakobi Meyers (LV)","1","4","25.0%","6","6.0","0","8.0%","0","0","0","0.0%","0","15","0.6","0.0","84.5%"
"137","Malik Turner (FA)","1","2","50.0%","6","6.0","0","4.1%","0","0","0","0%","0","15","0.6","0.0","0.0%"
"138","Marquez Valdes-Scantling (SEA)","1","4","25.0%","6","6.0","0","10.3%","0","0","0","0%","0","16","0.6","0.0","5.3%"
"139","Diontae Spencer (FA)","0","0","0%","0","0","0","0.0%","1","5","0","50.0%","0","16","0.5","0.0","0.0%"
"140","Dontrelle Inman (FA)","1","1","100.0%","5","5.0","0","2.8%","0","0","0","0%","0","7","0.5","0.1","0.0%"
"141","Justin Hardy (FA)","2","3","66.7%","5","2.5","0","6.4%","0","0","0","0%","0","16","0.5","0.0","0.0%"
"142","Damion Ratley (FA)","1","5","20.0%","5","5.0","0","11.1%","0","0","0","0.0%","0","13","0.5","0.0","0.0%"
"143","Keelan Doss (FA)","1","1","100.0%","4","4.0","0","3.8%","0","0","0","0%","0","8","0.4","0.1","0.0%"
"144","Michael Crabtree (FA)","1","1","100.0%","4","4.0","0","3.7%","0","0","0","0.0%","0","3","0.4","0.1","0.0%"
"145","Johnny Holton (FA)","0","0","0%","4","0","0","0.0%","0","0","0","0%","0","16","0.4","0.0","0.0%"
"146","Brandon Zylstra (FA)","1","1","100.0%","3","3.0","0","3.4%","0","0","0","0.0%","0","8","0.3","0.0","0.0%"
"147","Stanley Morgan Jr. (FA)","1","3","33.3%","3","3.0","0","7.3%","0","0","0","0%","0","11","0.3","0.0","0.0%"
"148","Ryan Grant (FA)","1","2","50.0%","2","2.0","0","7.7%","0","0","0","0%","0","2","0.2","0.1","0.0%"
"149","Darrius Shepherd (FA)","1","2","50.0%","1","1.0","0","5.1%","0","0","0","0%","0","6","0.1","0.0","0.0%"
"150","Deon Cain (BUF)","0","1","0.0%","0","0","0","2.8%","0","0","0","0%","0","13","0.0","0.0","0.0%"
"151","Travis Benjamin (FA)","1","2","50.0%","0","0.0","0","5.7%","0","0","0","0%","0","5","0.0","0.0","1.0%"
"152","Jamal Agnew (ATL)","0","0","0%","0","0","0","0.0%","0","0","0","0%","0","13","0.0","0.0","0.0%"
"153","Trent Sherfield Sr. (DEN)","0","3","0.0%","0","0","0","8.1%","0","0","0","0.0%","0","16","0.0","0.0","0.1%"
"154","Andre Patton (FA)","0","0","0%","0","0","0","0.0%","0","0","0","0%","0","13","0.0","0.0","0.0%"
"155","KhaDarel Hodge (ATL)","0","1","0.0%","0","0","0","2.2%","0","0","0","0.0%","0","16","0.0","0.0","0.8%"
"156","Josh Reynolds (NYJ)","0","4","0.0%","0","0","0","11.4%","0","0","0","0.0%","0","16","0.0","0.0","1.1%"
"157","Donte Moncrief (FA)","0","2","0.0%","0","0","0","10.5%","0","0","0","0%","0","8","0.0","0.0","0.0%"
"158","C.J. Board (FA)","0","2","0.0%","0","0","0","5.4%","0","0","0","0%","0","4","0.0","0.0","0.0%"
"159","Devin Smith (FA)","0","2","0.0%","0","0","0","7.1%","0","0","0","0.0%","0","4","0.0","0.0","0.0%"
"160","Christian Blake (FA)","0","1","0.0%","0","0","0","2.1%","0","0","0","0%","0","9","0.0","0.0","0.0%"
"161","Devin Funchess (FA)","0","1","0.0%","0","0","0","2.8%","0","0","0","0%","0","1","0.0","0.0","0.0%"
"162","Tevin Jones (FA)","0","2","0.0%","0","0","0","10.5%","0","0","0","0%","0","5","0.0","0.0","0.0%"
"163","Austin Carr (FA)","0","1","0.0%","0","0","0","2.8%","0","0","0","0.0%","0","7","0.0","0.0","0.0%"
"164","Richie James Jr. (FA)","1","2","50.0%","6","6.0","0","7.4%","2","-1","0","40.0%","1","16","-1.5","-0.1","0.0%"
"165","Trevor Davis (FA)","1","1","100.0%","2","2.0","0","3.8%","0","0","0","0%","1","14","-1.8","-0.1","0.0%"
""
""
