"Rank","Player","G","REC","YDS","Y/R","YBC","YBC/R","AIR","AIR/R","YAC","YAC/R","YACON","YACON/R","BRKTKL","TGT","% TM","CATCHABLE","DROP","RZ TGT","10+ YDS","20+ YDS","30+ YDS","40+ YDS","50+ YDS","LNG"
"71","Dan Arnold (FA)","11","9","135","15.0","60","6.7","23","2.6","75","8.3","8","0.9","0","13","2.3%","10","1","2","5","3","0","0","0","26"
"72","Zach Gentry (FA)","14","19","132","6.9","31","1.6","18","0.9","101","5.3","15","0.8","0","23","4.2%","20","1","2","4","2","1","0","0","32"
"73","Tanner Hudson (CIN)","6","10","132","13.2","73","7.3","52","5.2","59","5.9","7","0.7","0","15","3.1%","11","1","0","7","1","0","0","0","27"
"74","Brevin Jordan (HOU)","9","14","128","9.1","43","3.1","43","3.1","85","6.1","16","1.1","0","28","5.0%","16","2","2","5","2","0","0","0","20"
"75","Chris Myarick (FA)","10","7","65","9.3","27","3.9","3","0.4","38","5.4","10","1.4","1","8","1.6%","8","0","2","4","1","0","0","0","23"
"76","Quintin Morris (JAC)","9","8","84","10.5","51","6.4","66","8.3","33","4.1","1","0.1","0","11","2.0%","8","0","2","4","1","0","0","0","26"
"77","Jack Stoll (NO)","10","11","123","11.2","74","6.7","1","0.1","49","4.5","6","0.5","0","14","2.8%","11","0","1","5","2","0","0","0","26"
"78","Geoff Swaim (FA)","12","12","58","4.8","15","1.3","16","1.3","43","3.6","2","0.2","0","16","3.7%","15","3","5","1","0","0","0","0","13"
"79","Pharaoh Brown (MIA)","9","12","117","9.8","34","2.8","60","5.0","83","6.9","24","2.0","0","20","3.6%","13","1","2","6","1","1","0","0","30"
"80","Josiah Deguara (ARI)","9","13","114","8.8","51","3.9","13","1.0","63","4.8","7","0.5","0","15","2.8%","15","2","1","4","1","0","0","0","25"
"81","Brycen Hopkins (FA)","7","7","109","15.6","57","8.1","0","0.0","52","7.4","17","2.4","2","11","2.1%","8","1","1","6","2","0","0","0","22"
"82","Giovanni Ricci (MIN)","11","8","100","12.5","42","5.3","10","1.3","58","7.3","25","3.1","0","9","2.1%","8","0","0","4","1","1","0","0","32"
"83","Anthony Firkser (FA)","8","9","100","11.1","80","8.9","22","2.4","20","2.2","0","0.0","0","13","3.3%","10","0","1","5","1","0","0","0","22"
"84","Armani Rogers (FA)","9","5","64","12.8","7","1.4","-4","-0.8","57","11.4","10","2.0","0","6","1.1%","5","0","0","3","1","0","0","0","23"
"85","Parker Hesse (FA)","12","9","89","9.9","53","5.9","30","3.3","36","4.0","4","0.4","0","11","2.8%","10","0","2","2","1","0","0","0","22"
"86","Kyle Rudolph (FA)","5","3","28","9.3","25","8.3","12","4.0","3","1.0","0","0.0","0","5","0.7%","4","0","2","1","0","0","0","0","12"
"87","Grant Calcaterra (PHI)","7","5","81","16.2","40","8.0","18","3.6","41","8.2","19","3.8","1","9","1.8%","6","1","2","4","1","1","1","0","40"
"88","Tre' McKitty (FA)","13","10","72","7.2","20","2.0","16","1.6","52","5.2","10","1.0","0","18","2.6%","12","2","4","2","0","0","0","0","12"
"89","Andrew Beck (NYJ)","9","5","69","13.8","22","4.4","48","9.6","47","9.4","9","1.8","0","11","2.0%","7","1","0","2","2","0","0","0","27"
"90","Tyler Kroft (FA)","6","4","57","14.3","43","10.8","33","8.3","14","3.5","2","0.5","0","5","1.0%","4","0","0","2","1","0","0","0","28"
"91","Nick Vannett (FA)","7","6","55","9.2","23","3.8","3","0.5","32","5.3","1","0.2","0","9","1.8%","7","1","1","2","0","0","0","0","15"
"92","Charlie Kolar (BAL)","1","4","49","12.3","29","7.3","0","0.0","20","5.0","0","0.0","0","6","1.3%","4","0","1","3","0","0","0","0","15"
"93","Stephen Sullivan (CAR)","9","2","46","23.0","25","12.5","13","6.5","21","10.5","0","0.0","0","6","1.4%","2","0","0","2","1","1","0","0","33"
"94","Trevon Wesco (FA)","6","2","26","13.0","14","7.0","15","7.5","12","6.0","2","1.0","0","4","1.1%","3","1","2","1","1","0","0","0","23"
"95","Chris Manhertz (NYG)","8","6","42","7.0","7","1.2","3","0.5","35","5.8","4","0.7","0","8","1.4%","7","1","1","2","1","0","0","0","21"
"96","Luke Farrell (SF)","4","4","40","10.0","4","1.0","0","0.0","36","9.0","16","4.0","1","4","0.7%","4","0","0","3","0","0","0","0","15"
"97","Ryan Griffin (FA)","10","4","26","6.5","17","4.3","45","11.3","9","2.3","3","0.8","0","8","2.2%","4","0","2","1","0","0","0","0","18"
"98","Ben Ellefson (FA)","2","3","26","8.7","15","5.0","15","5.0","11","3.7","0","0.0","0","3","0.5%","3","0","1","2","0","0","0","0","12"
"99","Tyler Davis (NE)","11","4","26","6.5","-1","-0.3","17","4.3","27","6.8","3","0.8","0","7","1.3%","4","0","0","1","1","0","0","0","23"
"100","Cole Turner (WAS)","7","2","23","11.5","16","8.0","0","0.0","7","3.5","0","0.0","0","9","1.7%","4","0","1","1","0","0","0","0","18"
"101","Jesper Horsted (FA)","5","3","19","6.3","13","4.3","0","0.0","6","2.0","6","2.0","0","4","0.7%","3","0","0","0","0","0","0","0","9"
"102","Maxx Williams (FA)","3","3","18","6.0","12","4.0","0","0.0","6","2.0","0","0.0","0","3","0.5%","3","0","0","0","0","0","0","0","7"
"103","Stone Smartt (NYJ)","3","4","17","4.3","10","2.5","0","0.0","7","1.8","0","0.0","0","5","0.7%","4","0","0","0","0","0","0","0","8"
"104","Stephen Anderson (FA)","9","3","9","3.0","3","1.0","2","0.7","6","2.0","1","0.3","0","7","1.1%","5","2","0","0","0","0","0","0","6"
"105","Devin Asiasi (FA)","5","2","5","2.5","5","2.5","24","12.0","0","0.0","0","0.0","0","4","0.7%","2","0","0","0","0","0","0","0","6"
"106","Richard Rodgers (FA)","3","1","4","4.0","1","1.0","1","1.0","3","3.0","3","3.0","1","4","0.6%","1","0","2","0","0","0","0","0","4"
""
""
